dim,dim_r^2,dim_ci,max_dist,mean_dist,usage,length,n_seq_from_dim_log10,n_seq_from_dim_log20,n_seq_from_dim_log_alpha,n_seq_from_dim_log10_ci,n_seq_from_dim_log20_ci,n_seq_from_dim_log_alpha_ci
1.7829133475423515,0.7531037409509225,0.6711544855168439,1.0,0.4996156156156156,2,2,0.5367103972799283,0.412527304573034,1.7829133475423515,0.20203763186499704,0.1552905256130448,0.6711544855168439
1.7884055636402318,0.7531037409509229,0.6732219586638701,1.0,0.5002822822822823,2,2,0.5383637190680588,0.4137980837200488,1.7884055636402316,0.20266000329748177,0.15576889385555953,0.6732219586638701
1.784236471527699,0.7531037409509225,0.6716525582913199,1.0,0.49912212212212215,2,2,0.5371086972875003,0.41283344663655247,1.784236471527699,0.2021875667101379,0.15540576880162657,0.6716525582913199
1.7870412235973654,0.7531037409509227,0.6727083706418828,1.0,0.5001601601601602,2,2,0.5379530117908705,0.41348240515878804,1.7870412235973652,0.20250539789744984,0.15565006077673182,0.6727083706418828
1.7857995596660505,0.7531037409509227,0.6722409624427379,1.0,0.5004504504504504,2,2,0.5375792337030108,0.4131951111770155,1.7857995596660505,0.20236469400928794,0.15554191270279746,0.6722409624427379
2.6191147813935807,0.7531037409509225,0.9859316135800111,1.0,0.666966966966967,3,2,0.7884321112863787,0.60600609817916,1.6524774436000136,0.29679498936097276,0.22812309504786113,0.6220535899943459
2.622673027074603,0.7531037409509225,0.9872710687771358,1.0,0.6668828828828829,3,2,0.7895032499683081,0.6068293987068183,1.6547224466706876,0.2971982055531553,0.2284330157979794,0.6228986921317877
2.6187199741780716,0.7531037409509223,0.9857829935509065,1.0,0.6667577577577578,3,2,0.7883132624720058,0.6059147483910928,1.6522283479808242,0.2967502502742558,0.22808870761108713,0.621959821196007
2.6214274158372604,0.7531037409509229,0.9868021746660973,1.0,0.6668848848848848,3,2,0.789128283622932,0.6065411914044303,1.6539365534796653,0.2970570543609425,0.22832452391640615,0.622602852885859
2.619205165674953,0.7531037409509223,0.9859656375643778,1.0,0.6665665665665665,3,2,0.7884593196662082,0.6060270111326815,1.6525344697323863,0.2968052316008391,0.22813096745656844,0.6220750567384178
3.166349805570822,0.7531037409509227,1.1919311040290264,1.0,0.7492882882882883,4,2,0.9531662682416322,0.7326243602517276,1.583174902785411,0.35880701507762214,0.27578688905977516,0.5959655520145132
3.1674163857583206,0.7531037409509225,1.192332604235411,1.0,0.7504204204204205,4,2,0.9534873408708503,0.7328711436697027,1.5837081928791603,0.3589278786830092,0.2758797874601117,0.5961663021177055
3.1760793753844374,0.7531037409509229,1.1955936737391903,1.0,0.7501401401401402,4,2,0.9560951606004373,0.7348755707300151,1.5880396876922187,0.35990955842159184,0.27663432789488596,0.5977968368695952
3.160996950879406,0.7531037409509229,1.1899160916665819,1.0,0.7497057057057057,4,2,0.9515548984170853,0.7313858262979239,1.580498475439703,0.3582004359148926,0.2753206590998579,0.5949580458332909
3.1579464674258686,0.7531037409509225,1.1887677769402065,1.0,0.7501561561561562,4,2,0.950636611396294,0.730680010887171,1.5789732337129343,0.35785475873779093,0.27505496409032415,0.5943838884701033
3.574074563896838,0.7531037409509225,1.3454137737190506,1.0,0.8003043043043043,5,2,1.0759036504726107,0.826962986294196,1.5392701314767534,0.4050099024689064,0.3112994349236425,0.5794381732498556
3.572054406323974,0.7531037409509225,1.3446533117379076,1.0,0.8003973973973973,5,2,1.075295522447211,0.8264955658446855,1.5384000969665066,0.4047809806020203,0.3111234805892697,0.5791106601012712
3.567933226065477,0.7531037409509227,1.343101947158172,1.0,0.8005725725725725,5,2,1.074054923571865,0.8255420145203651,1.536625201237577,0.40431397332930924,0.3107645286248511,0.5784425237437537
3.571655857062994,0.7531037409509227,1.3445032830645705,1.0,0.8003513513513514,5,2,1.0751755471649063,0.8264033502288238,1.538228451142565,0.40473581747113613,0.3110887672229102,0.5790460462686261
3.59404868314688,0.7531037409509229,1.3529327705045033,1.0,0.8003723723723724,5,2,1.0819164595038426,0.8315845623157105,1.547872516405909,0.4072733460386287,0.3130391669646145,0.5826764289055792
3.9043368556621956,0.7531037409509229,1.4697367077645729,1.0,0.8335165165165165,6,2,1.1753225067307127,0.9033784852369113,1.5104036730022035,0.4424348347655634,0.340065053257874,0.5685717712943781
3.8760597994477783,0.7531037409509229,1.4590921786057789,1.0,0.8332422422422422,6,2,1.1668102646210965,0.8968357904966013,1.4994646144253272,0.4392305121990465,0.3376021411211853,0.5644539053076087
3.8942510601939033,0.7531037409509229,1.4659400415508836,1.0,0.8331661661661661,6,2,1.1722863797646248,0.901044851903163,1.5065019547121012,0.44129192435171893,0.3391865874133866,0.5671030203114799
3.9007518759434694,0.7531037409509227,1.468387188887492,1.0,0.8338768768768768,6,2,1.1742433203015292,0.9025489990353786,1.5090168135341355,0.44202858910384724,0.3397528039914697,0.5680497061283634
3.885761607504135,0.7531037409509229,1.4627442977643588,1.0,0.8333303303303303,6,2,1.1697307998582345,0.8990805775091003,1.5032177861071798,0.44032990961351814,0.33844716192634405,0.5658667378564604
4.172722195265441,0.7531037409509229,1.5707668698697457,1.0,0.8575955955955956,7,2,1.256114544347754,0.9654770055525855,1.4863536357587142,0.4728479440260149,0.3634412316410097,0.5595184483187748
4.154390117048584,0.753103740950923,1.563865998023646,1.0,0.8569529529529529,7,2,1.2505960389216217,0.9612353620512643,1.4798236177432433,0.47077057460410576,0.36184452024401464,0.5570603081698827
4.176583111130436,0.7531037409509225,1.5722202613116627,1.0,0.8565775775775776,7,2,1.2572767958338524,0.9663703373665883,1.487728921738645,0.4732854584454732,0.3637775147558622,0.560036156796067
4.177396380299642,0.7531037409509227,1.5725264058876716,1.0,0.8573133133133133,7,2,1.257521614248332,0.966558510133777,1.4880186140617693,0.4733776171458617,0.3638483499408276,0.5601452076943354
4.169851553736194,0.7531037409509225,1.5696862542911376,1.0,0.8572682682682683,7,2,1.2552503951406517,0.964812801644926,1.4853310926143855,0.47252264632307206,0.36319120073931876,0.5591335252831737
4.427139370348113,0.7531037409509225,1.6665388985466503,1.0,0.8752262262262263,8,2,1.3327017454597327,1.0243435969203676,1.475713123449371,0.5016781974033542,0.3856007925069571,0.5555129661822168
4.411881593844832,0.7531037409509225,1.6607953075003965,1.0,0.8749349349349349,8,2,1.3281086970651084,1.0208132798562477,1.4706271979482777,0.4999492042156047,0.3842718506735545,0.5535984358334656
4.394070776462482,0.7531037409509223,1.6540906574996765,1.0,0.8748898898898899,8,2,1.3227471067857275,1.0166922447554048,1.4646902588208275,0.49793090345495944,0.38272054073652634,0.5513635524998922
4.404803002645421,0.7531037409509227,1.6581306641282578,1.0,0.8747067067067067,8,2,1.3259778287870425,1.0191754480728394,1.4682676675484738,0.4991470666328437,0.38365531025140104,0.5527102213760859
4.441620455571609,0.7531037409509227,1.6719901142864937,1.0,0.8754074074074074,8,2,1.3370609864817717,1.0276942045439945,1.4805401518572032,0.5033191768538826,0.3868620850643904,0.557330038095498
4.572800765382921,0.7531037409509223,1.721371231693414,1.0,0.8882392392392392,9,2,1.3765501945754706,1.0580464702298793,1.4425580300172092,0.5181843744127704,0.39828779977383594,0.543032163508661
4.608824599167358,0.7531037409509227,1.7349319342722929,1.0,0.8891801801801802,9,2,1.3873944491033996,1.0663816005220865,1.4539222843033661,0.5222665526512908,0.40142545090572784,0.5473100888768349
4.595078359754889,0.7531037409509229,1.7297573416576906,1.0,0.8888438438438439,9,2,1.3832564187126681,1.0632010202091633,1.4495858285808445,0.5207088450589542,0.40022816291273144,0.545677686655253
4.586913937201045,0.7531037409509227,1.7266839512283578,1.0,0.8886566566566566,9,2,1.3807986826266854,1.0613119507071735,1.4470102400258693,0.5197836623513384,0.39951704732685017,0.5447081399221491
4.611180333661404,0.7531037409509225,1.7358187198104387,1.0,0.8889199199199199,9,2,1.388103595847928,1.0669266661599979,1.4546654357952704,0.5225335016979937,0.40163063375899993,0.5475898385673614
4.801604230095058,0.7531037409509225,1.8075013130319277,1.0,0.9001581581581581,10,2,1.445426900565669,1.1109866070597356,1.445426900565669,0.5441121124246415,0.41821642409324594,0.5441121124246415
4.801859972062369,0.7531037409509229,1.8075975837613647,1.0,0.8997997997997998,10,2,1.4455038865689798,1.111045780179162,1.4455038865689798,0.5441410928019065,0.41823869904260264,0.5441410928019065
4.779053376468344,0.7531037409509227,1.799012338183729,1.0,0.8996116116116116,10,2,1.4386384171962003,1.1057688308423592,1.4386384171962003,0.5415566763628966,0.41625226026131157,0.5415566763628966
4.788533170185519,0.7531037409509227,1.8025808829387653,1.0,0.8991341341341341,10,2,1.441492119457777,1.1079622485737624,1.441492119457777,0.5426309153750319,0.41707794377031254,0.5426309153750319
4.807312500783493,0.7531037409509229,1.8096501171128245,1.0,0.8999459459459459,10,2,1.4471452612662576,1.112307376531858,1.4471452612662576,0.5447589669077967,0.4187136105419143,0.5447589669077967
4.9812345169680325,0.7531037409509225,1.8751207926525495,1.0,0.9094254254254254,11,2,1.4995010050441604,1.1525491418657794,1.4398996904960324,0.564467604081638,0.43386209846265816,0.5420314662531694
4.981250291071072,0.7531037409509225,1.8751267306079884,1.0,0.9094694694694695,11,2,1.49950575352233,1.152552791649555,1.4399042502343877,0.564469391584338,0.4338634723761774,0.542033182707227
4.992994593286814,0.7531037409509229,1.8795477200644992,1.0,0.9094524524524524,11,2,1.5030411407674111,1.1552701673110415,1.443299114914606,0.565800242021262,0.4348863930170231,0.5433111352566266
4.932453856060269,0.7531037409509227,1.8567579488161656,1.0,0.9088868868868869,11,2,1.48481656290261,1.1412623597081888,1.4257989172230576,0.558939837281193,0.429613336467264,0.5367234139889027
4.958970925644792,0.7531037409509229,1.866739953953401,1.0,0.9094064064064064,11,2,1.4927989962446606,1.147397831886889,1.4334640693369674,0.5619447202443728,0.43192295497966904,0.5396088605702019
5.112422003228644,0.7531037409509229,1.9245046115402438,1.0,0.9168198198198199,12,2,1.5389923734643607,1.18290306802568,1.4260740529922478,0.5793336148672714,0.44528843823589803,0.536826985262219
5.099687724127209,0.7531037409509223,1.9197109581916239,1.0,0.9157817817817818,12,2,1.535158973481672,1.1799566332813125,1.4225219156689501,0.5778905814205217,0.44417929128958705,0.5354898294767245
5.081097824932066,0.7531037409509227,1.9127130329995061,1.0,0.9163663663663664,12,2,1.5295628562075643,1.1756553356227204,1.4173363944280994,0.5757839960302816,0.4425601238628092,0.5335378076101889
5.1040629870161425,0.7531037409509225,1.9213579688650637,1.0,0.9168428428428429,12,2,1.5364760588501563,1.1809689737906581,1.4237423643871872,0.5783863810364058,0.4445603736762626,0.5359492514854927
5.101610355349812,0.7531037409509227,1.9204347076496775,1.0,0.9165775775775776,12,2,1.5357377431502754,1.1804014882581635,1.4230582200855837,0.5781084517167414,0.44434675114596683,0.5356917142824674
5.296416078652533,0.7531037409509223,1.993766782469356,1.0,0.9235615615615616,13,2,1.5943801091914123,1.2254752884292415,1.4312937061742426,0.6001836058817399,0.4613141955850418,0.5387918556530142
