simu_random_sampling_f0.070_nseq10000_rep0.dist,0.27
simu_random_sampling_f0.070_nseq10000_rep1.dist,0.26667
simu_random_sampling_f0.070_nseq10000_rep2.dist,0.26333
simu_random_sampling_f0.070_nseq10000_rep3.dist,0.27333
simu_random_sampling_f0.070_nseq10000_rep4.dist,0.27333
simu_random_sampling_f0.070_nseq10000_rep5.dist,0.27333
simu_random_sampling_f0.070_nseq10000_rep6.dist,0.27667
simu_random_sampling_f0.070_nseq10000_rep7.dist,0.26667
simu_random_sampling_f0.070_nseq10000_rep8.dist,0.26667
simu_random_sampling_f0.070_nseq10000_rep9.dist,0.27
simu_random_sampling_f0.126_nseq10000_rep0.dist,0.62
simu_random_sampling_f0.126_nseq10000_rep1.dist,0.60667
simu_random_sampling_f0.126_nseq10000_rep2.dist,0.63667
simu_random_sampling_f0.126_nseq10000_rep3.dist,0.62667
simu_random_sampling_f0.126_nseq10000_rep4.dist,0.62
simu_random_sampling_f0.126_nseq10000_rep5.dist,0.62333
simu_random_sampling_f0.126_nseq10000_rep6.dist,0.62333
simu_random_sampling_f0.126_nseq10000_rep7.dist,0.62667
simu_random_sampling_f0.126_nseq10000_rep8.dist,0.61
simu_random_sampling_f0.126_nseq10000_rep9.dist,0.63333
simu_random_sampling_f0.182_nseq10000_rep0.dist,0.79667
simu_random_sampling_f0.182_nseq10000_rep1.dist,0.80667
simu_random_sampling_f0.182_nseq10000_rep2.dist,0.78
simu_random_sampling_f0.182_nseq10000_rep3.dist,0.79667
simu_random_sampling_f0.182_nseq10000_rep4.dist,0.79
simu_random_sampling_f0.182_nseq10000_rep5.dist,0.78667
simu_random_sampling_f0.182_nseq10000_rep6.dist,0.78333
simu_random_sampling_f0.182_nseq10000_rep7.dist,0.78
simu_random_sampling_f0.182_nseq10000_rep8.dist,0.78667
simu_random_sampling_f0.182_nseq10000_rep9.dist,0.79333
simu_random_sampling_f0.238_nseq10000_rep0.dist,0.87333
simu_random_sampling_f0.238_nseq10000_rep1.dist,0.87
simu_random_sampling_f0.238_nseq10000_rep2.dist,0.86667
simu_random_sampling_f0.238_nseq10000_rep3.dist,0.88333
simu_random_sampling_f0.238_nseq10000_rep4.dist,0.86667
simu_random_sampling_f0.238_nseq10000_rep5.dist,0.86667
simu_random_sampling_f0.238_nseq10000_rep6.dist,0.87
simu_random_sampling_f0.238_nseq10000_rep7.dist,0.87333
simu_random_sampling_f0.238_nseq10000_rep8.dist,0.87
simu_random_sampling_f0.238_nseq10000_rep9.dist,0.87667
simu_random_sampling_f0.294_nseq10000_rep0.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep1.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep2.dist,0.93
simu_random_sampling_f0.294_nseq10000_rep3.dist,0.91333
simu_random_sampling_f0.294_nseq10000_rep4.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep5.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep6.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep7.dist,0.91
simu_random_sampling_f0.294_nseq10000_rep8.dist,0.91667
simu_random_sampling_f0.294_nseq10000_rep9.dist,0.92
simu_random_sampling_f0.350_nseq10000_rep0.dist,0.94333
simu_random_sampling_f0.350_nseq10000_rep1.dist,0.95
simu_random_sampling_f0.350_nseq10000_rep2.dist,0.94
simu_random_sampling_f0.350_nseq10000_rep3.dist,0.94
simu_random_sampling_f0.350_nseq10000_rep4.dist,0.94
simu_random_sampling_f0.350_nseq10000_rep5.dist,0.94333
simu_random_sampling_f0.350_nseq10000_rep6.dist,0.94667
simu_random_sampling_f0.350_nseq10000_rep7.dist,0.95333
simu_random_sampling_f0.350_nseq10000_rep8.dist,0.94
simu_random_sampling_f0.350_nseq10000_rep9.dist,0.93333
simu_tree_f0.070_nseq10000_rep0.dist,0.11333
simu_tree_f0.070_nseq10000_rep1.dist,0.13
simu_tree_f0.070_nseq10000_rep2.dist,0.13333
simu_tree_f0.070_nseq10000_rep3.dist,0.14667
simu_tree_f0.070_nseq10000_rep4.dist,0.13667
simu_tree_f0.070_nseq10000_rep5.dist,0.12
simu_tree_f0.070_nseq10000_rep6.dist,0.13667
