fraction_allowed_subs,nseq,rep,sample,dist,dist_var,dim,dim_ci
0.294,1000,3,0,0.8050683240840841,0.0004957529118996144,81.7073618556434,7.765121877161698
0.294,10000,3,0,0.8050432424276416,0.0004959234688832543,99.16213268110087,9.230361084007612
0.294,100,4,0,0.805627595959596,0.0004848499287256404,75.65772554592671,5.315222733989291
0.294,1000,4,0,0.8056560719919921,0.0004930178320097922,82.89958894627509,6.731102958359555
0.294,10000,4,0,0.8056259102240216,0.0004933912832604535,99.85671893463521,8.517551057436853
0.294,100,5,0,0.8065656626262626,0.0004781014194700175,84.40062172525623,12.607485106925731
0.294,1000,5,0,0.8063964166566565,0.0004914676109013923,86.36318367316186,10.850207973832594
0.294,10000,5,0,0.8064050792481257,0.0004938477009035231,98.07414574335071,9.866841135065593
0.294,100,6,0,0.8048727191919192,0.00047647735143427827,70.37017238847045,9.529534055294045
0.294,1000,6,0,0.8053616528128128,0.0004972283507228645,87.30368021355441,6.953281421554862
0.294,10000,6,0,0.8053915142326245,0.0004968367356286555,96.41343060776035,9.297750028889428
0.294,100,7,0,0.8040902828282829,0.000501784399556372,69.2955109706376,5.556905618181322
0.294,1000,7,0,0.804081347127127,0.0004924858508973607,84.7893185511023,7.217538792910784
0.294,10000,7,0,0.8040523423422344,0.0004933252340160081,98.90719326890257,8.940912445871128
0.294,100,8,0,0.8075771474747474,0.0004940987626913826,67.56306721921665,5.005111346232639
0.294,1000,8,0,0.8080865254454458,0.0004955545560239671,84.73114075679969,7.889120719036217
0.294,10000,8,0,0.8081071716839711,0.0004934413931466753,96.30794112000966,9.04001585901173
0.294,100,9,0,0.807366404040404,0.0004948698273519031,78.94170828838703,9.228276415023814
0.294,1000,9,0,0.8067728623823824,0.0004948713815989595,91.98110135365805,8.598624750036123
0.294,10000,9,0,0.806799144361635,0.0004946876000775483,96.02256616397756,9.573451507477644
0.350,100,0,0,0.8469878565656566,0.0004169714527996287,82.59244256971512,6.874514241053651
0.350,1000,0,0,0.846825114094094,0.0004244765376816773,97.34243924834162,12.178125540607711
0.350,10000,0,0,0.8468319040790073,0.0004242550481268607,109.68624841129565,10.050565328171206
0.350,100,1,0,0.8431629373737374,0.00041454898393749234,92.8657386822935,9.949801894235744
0.350,1000,1,0,0.8429522980380381,0.00042234461796887107,97.78566313628055,10.81951300611805
0.350,10000,1,0,0.8429619265464545,0.0004221497770522328,112.31118614022616,12.774584131370432
0.350,100,2,0,0.8388888808080809,0.00042649583232316724,91.93539846716705,11.843515012985764
0.350,1000,2,0,0.8393295373773775,0.0004272253495129075,88.61694621893149,8.556097327872784
0.350,10000,2,0,0.839344695172316,0.0004265666368515869,110.54775423906617,10.384656575107105
0.350,100,3,0,0.8366996606060605,0.00042142298610703415,80.94047850367866,5.263400201138551
0.350,1000,3,0,0.836722532932933,0.0004364498751370038,94.89343392444184,7.676083040790302
0.350,10000,3,0,0.8367274737215743,0.00043541225998051594,105.36047651065766,10.353590633659634
0.350,100,4,0,0.8400626343434344,0.00041860024594912374,85.95088063184026,6.618228678554814
0.350,1000,4,0,0.8399913435435437,0.0004271913155442403,97.15776624948354,9.453951232811363
0.350,10000,4,0,0.8400083201634161,0.0004264175100351411,116.43021869224306,11.690631290082575
0.350,100,5,0,0.8390411414141415,0.00043465749552545674,81.31167660036986,8.133587261937954
0.350,1000,5,0,0.8392731740340341,0.00043418802864963227,99.41367306363031,9.02203065785054
0.350,10000,5,0,0.8393164239459954,0.0004351556065911146,104.9915607673489,10.438342456906343
0.350,100,6,0,0.8411824808080809,0.00040744219550215715,78.80997631010104,7.217410908676746
0.350,1000,6,0,0.841252451011011,0.0004171142036902429,101.46934579175286,8.136127491622306
0.350,10000,6,0,0.8412669121444142,0.00041664477158972167,107.61201829050508,10.188591352612839
0.350,100,7,0,0.8418431333333333,0.00041111909137414153,72.48018083672204,4.553883624782005
0.350,1000,7,0,0.8420318340140138,0.00043530052179134777,103.87244925604391,11.435761680159953
0.350,10000,7,0,0.8420509011721169,0.0004334322619350479,107.78969764005559,11.690525789706857
0.350,100,8,0,0.8389979151515151,0.00043357537997663935,80.06507077176113,14.196642600379054
0.350,1000,8,0,0.8390397660860857,0.000425410104734874,104.53903770549788,9.739674817730423
0.350,10000,8,0,0.8390314100724063,0.0004240962767735944,105.13245191291317,10.837245310861174
0.350,100,9,0,0.835596608080808,0.0004180173927171066,79.65161425781088,6.628626526447701
0.350,1000,9,0,0.8351910188188189,0.00042464699179564213,100.42592109166333,10.390755123973484
0.350,10000,9,0,0.8352170389236954,0.00042400881441663203,106.89334588626392,11.51650786599058
