fraction_allowed_subs,nseq,rep,sample,dist,dist_var,dim,dim_ci
0.238,1000,8,0,0.4219253161361361,0.002374893730109267,10.870570479416726,0.2507346841946996
0.238,10000,8,0,0.4269616105044501,0.00215456714381687,12.624553944452261,0.2407971992691318
0.238,100,9,0,0.39452319999999996,0.0020609170238206063,11.356201199652526,0.8115776089567817
0.238,1000,9,0,0.3951712025825827,0.0018646074177924334,14.048816098456978,0.3114166676871118
0.238,10000,9,0,0.3956686348352828,0.0019465324864805422,12.244887030499214,0.26925881990729417
0.294,100,0,0,0.4659764484848485,0.0020863279969220937,18.169565596437423,1.5066359882682174
0.294,1000,0,0,0.46723914996997,0.002507102143397368,12.854824071445346,0.30916551871550424
0.294,10000,0,0,0.4675517404892491,0.00254199868967236,14.219078625654703,0.3038803678900238
0.294,100,1,0,0.4813111111111111,0.0026282555763815934,13.40060346637288,0.5482940542705894
0.294,1000,1,0,0.487746271931932,0.0025571816223175247,12.749255524759572,0.19295376401488157
0.294,10000,1,0,0.484190116471248,0.002711164791204931,13.074189468042919,0.1564308101630484
0.294,100,2,0,0.4752659191919192,0.002447362766862157,12.637686489745962,0.3427138905906595
0.294,1000,2,0,0.4864620206206206,0.002745443058385561,10.934455348978364,0.32928515828169486
0.294,10000,2,0,0.4868339629658968,0.0027796705880732417,12.390189433656944,0.27670174330626746
0.294,100,3,0,0.4610248909090908,0.0029399808786850687,12.49799012900675,1.5347992062210303
0.294,1000,3,0,0.46086955369369353,0.0027039867008148244,14.401231993298751,1.3167210734190218
0.294,10000,3,0,0.4620704755167537,0.0027077846906755202,14.087802168631129,0.858460547023414
0.294,100,4,0,0.49191581212121205,0.002807239687007126,12.307209374511835,0.4909749841831615
0.294,1000,4,0,0.4870229851251253,0.002836563112135073,12.5740191559153,0.1915481539026264
0.294,10000,4,0,0.4918438369274941,0.0027242926417021347,12.74500481740431,0.1902388095487909
0.294,100,5,0,0.4804357151515152,0.002575252229337043,13.590326986691254,0.7247350913698808
0.294,1000,5,0,0.478056353233233,0.002684206354061252,13.81570045950093,0.6873479085054439
0.294,10000,5,0,0.4776209571993213,0.0025720043530435056,13.039539268782699,0.2094341369052049
0.294,100,6,0,0.46282897171717174,0.0025467787310436444,12.89669889801578,0.6514899183940984
0.294,1000,6,0,0.4598003083083082,0.002534878623514155,13.795687772100075,0.2449592669362031
0.294,10000,6,0,0.4596239633535351,0.0025075293867495773,13.195638940161636,0.09942788881308283
0.294,100,7,0,0.4774632848484848,0.002820933905250174,13.220360159059439,0.5982811222980762
0.294,1000,7,0,0.47649555873873856,0.002591532649722044,16.007879721581375,1.5221890048629274
0.294,10000,7,0,0.4769771518607867,0.0026464975739494624,12.688787486478828,0.19636232929581232
0.294,100,8,0,0.46554950909090914,0.003115311198647897,12.354916799645316,0.8022399382304201
0.294,1000,8,0,0.47488217169169167,0.00260166827764812,12.540710984233728,0.3408674545491936
0.294,10000,8,0,0.47112784919191947,0.0026260370482436095,12.633994250137738,0.2101758482283058
0.294,100,9,0,0.4716336444444445,0.002308510809303883,16.39654630327607,1.8525625864493747
0.294,1000,9,0,0.47833625753753767,0.0025394648231146944,12.715989294376744,0.09372931114017924
0.294,10000,9,0,0.4786941849458962,0.0026907858868001635,12.881666906283076,0.130376781618753
0.350,100,0,0,0.5184309838383838,0.0025242794302037792,14.999738338662791,0.9064386844039042
0.350,1000,0,0,0.5261963616016014,0.0030159089201542487,12.506075725946749,0.13812967406994023
0.350,10000,0,0,0.526193219889391,0.003152842018475419,12.525649802836332,0.09257771739496581
0.350,100,1,0,0.5195488383838384,0.0023100607927314565,19.752028434434642,2.7614143560070086
0.350,1000,1,0,0.5193979229229231,0.0030961177577422073,12.68132370032218,0.4424873207990657
