dim,dim_r^2,dim_ci,num_var_sites,mean_alpha,max_dist,mean_dist,std_dist,mode,n_seq_from_dim_log10,n_seq_from_dim_log20,log10_nseq_ci,log20_nseq_ci,F
20.026571755733872,0.9919515186997289,1.185989286301727,97,1.4,0.25,0.1735458193979933,0.016170593949631076,random_aa,37.551048937710895,28.862554332228676,2.223802569541937,1.7092631045812423,0.07
21.02186365782253,0.9624457545887496,2.73007773359598,103,1.4,0.24,0.18094433296172424,0.01670897930013077,random_aa,39.04459050722127,30.010522922105917,5.070662092391241,3.8974213579168295,0.07
20.84059901149986,0.9831025301408763,1.7963213813635441,102,1.4,0.24666666666666667,0.17978387216648087,0.016731775094175325,random_aa,38.95590873048957,29.94236017641423,3.3577409048757003,2.580832814052128,0.07
19.171604011420158,0.9965595942710932,0.7405835348344619,103,1.4,0.24666666666666667,0.18086718691936085,0.016715873098767493,random_aa,35.83617033626818,27.54446127737368,1.3843222344230666,1.0640202293849321,0.07
20.275135158436427,0.9892025132015777,1.3926593579863134,100,1.4,0.24666666666666667,0.1773114083983649,0.01639844415042183,random_aa,37.8989257599821,29.12994003696307,2.603203046728194,2.0008785772841833,0.07
20.097634946196017,0.9857778478628278,1.5870861240205703,100,1.4,0.24666666666666667,0.17737577108881455,0.016488977211507144,random_aa,37.567136733003345,28.874919762192675,2.96663172496414,2.280217777338883,0.07
21.489003933337735,0.9882353675081569,1.541479239394849,94,1.4,0.23666666666666666,0.17020007432181344,0.01587906747393778,random_aa,39.78169793724853,30.577079752066687,2.8536763113068444,2.193397785460334,0.07
20.09727792513768,0.9895842598346016,1.355558691900312,105,1.4,0.25,0.1832499442586399,0.016921675508163543,random_aa,37.68362733704278,28.964456978419566,2.5417555934361995,1.9536487259381083,0.07
20.185873969228698,0.984665958137468,1.6561277194511053,102,1.4,0.24,0.17993645484949833,0.016687929214297046,random_aa,37.4918796919145,28.817075560798656,3.0759798315771447,2.364265114431368,0.07
18.806323815142733,0.9894741704536426,1.275240960364801,102,1.4,0.24666666666666667,0.179673132664437,0.016674875208156588,random_aa,35.153377006796866,27.019651448432842,2.383720853414079,1.832179781679473,0.07
43.21882306715777,0.9686669114364181,5.110339053990852,244,2.5766666666666667,0.6066666666666667,0.5058707543664065,0.02461268396989439,random_aa,97.67762543647262,75.07715099729334,11.54973107882744,8.87737493933261,0.12889
42.18714562403641,0.9723363830930573,4.678307489021882,246,2.5766666666666667,0.61,0.5093386845039019,0.024668096237535683,random_aa,95.44635358971749,73.36214684351408,10.584441876631585,8.13543262792324,0.12889
