win_size,length,max_dist,mean_dist,usage,dim,dim_r^2,dim_ci,n_seq_from_dim_log10,n_seq_from_dim_log20,n_seq_from_dim_log_alpha,n_seq_from_dim_log10_ci,n_seq_from_dim_log20_ci,n_seq_from_dim_log_alpha_ci
0.4,100,0.99,0.8571039239239236,7,56.016225412751474,0.9912019121244756,4.186628182168859,112.03245082550295,86.11058253758948,132.567401083563,8.373256364337719,6.435867268428676,9.908029563287664
0.4,100,0.99,0.8570950150150152,7,63.90681095525452,0.9914024403573812,4.721143731391654,127.81362191050904,98.24033445537842,151.24117659573892,9.442287462783309,7.257547861503711,11.173008356076672
0.4,100,0.99,0.8749624024024025,8,62.89524088377217,0.9909241215908883,4.77506610732908,125.79048176754434,96.68530486366465,139.28897848434067,9.55013221465816,7.3404396873911,10.574950837920602
0.4,100,1.0,0.8749695095095097,8,63.94450961385503,0.9900940234510387,5.07400813060124,127.88901922771007,98.29828647604842,141.61270866670674,10.14801626120248,7.79998639156927,11.236993441820777
0.4,100,1.0,0.875049109109109,8,70.0105535524918,0.9744543160659616,8.992470181314081,140.0211071049836,107.62327353838123,155.04668318975916,17.984940362628162,13.823616997738426,19.9148928918294
0.4,100,1.0,0.87501023023023,8,64.2644786216755,0.9853679312777591,6.212438635050712,128.528957243351,98.79015677709735,142.3213180244214,12.424877270101424,9.55003136861605,13.758182959692439
0.4,100,1.0,0.8749585385385387,8,64.6592532202704,0.9862824924580258,6.049299621724247,129.3185064405408,99.39702149183965,143.19559324456827,12.098599243448493,9.299246968763367,13.39689224519818
0.4,100,1.0,0.8889021821821821,9,72.9419281986567,0.9902420383411953,5.744121042686687,145.8838563973134,112.12951037524812,152.87922614454575,11.488242085373374,8.830113159312937,12.039122101281581
0.4,100,1.0,0.888904904904905,9,66.31335737446058,0.9934862843639173,4.259630669589552,132.62671474892116,101.9397824730667,138.98638285025405,8.519261339179105,6.548089873078826,8.927773867656226
0.4,100,1.0,0.8888624624624624,9,69.56131591231004,0.9904319249240231,5.423819527021927,139.12263182462007,106.93268586295643,145.79378978448887,10.847639054043855,8.337731712717167,11.367801105839959
0.4,100,1.0,0.8889081881881881,9,68.50961353015191,0.9921142847187889,4.845389366652684,137.01922706030382,105.3159631345594,143.58952331814572,9.690778733305368,7.448543665866578,10.155467438774329
0.4,100,1.0,0.8888585185185187,9,70.96308442896836,0.9883570956241982,6.110034695657015,141.92616885793672,109.08754550697705,148.73176100834883,12.22006939131403,9.392611570863524,12.806041724649281
0.4,100,1.0,0.900032212212212,10,69.10517111005562,0.99121574009622,5.160793829291346,138.21034222011124,106.23148019702307,138.21034222011124,10.321587658582692,7.933397149168005,10.321587658582692
0.4,100,1.0,0.9000319519519522,10,71.14500334555143,0.9924714254894795,4.915630657540326,142.29000669110286,109.3671991924253,142.29000669110286,9.831261315080653,7.556521638890627,9.831261315080653
0.4,100,1.0,0.8999556156156157,10,76.65826617896457,0.9787832916921271,8.953486662521419,153.31653235792913,117.84242705310109,153.31653235792913,17.906973325042838,13.763689833994954,17.906973325042838
0.4,100,1.0,0.9000034434434439,10,70.53155760877091,0.9933352150586717,4.583171390991961,141.06311521754182,108.42418367575776,141.06311521754182,9.166342781983921,7.045450767878625,9.166342781983921
0.4,100,1.0,0.9000513113113112,10,71.83771877162827,0.9902741722087304,5.647751294666168,143.67543754325655,110.43207152955127,143.67543754325655,11.295502589332337,8.681969383471188,11.295502589332337
0.4,100,1.0,0.9090290490490487,11,80.11121287865282,0.9907536878871978,6.139488668481272,160.22242575730564,123.15044717745809,153.85399575085557,12.278977336962544,9.437889501306973,11.790919517642784
0.4,100,1.0,0.9091425625625629,11,84.10156509684779,0.9888288313428226,7.091372376324748,168.20313019369559,129.28459048159996,161.5174876786651,14.182744752649496,10.901166614080505,13.619017067029452
0.4,100,1.0,0.9090983183183187,11,85.49172881973844,0.9842640199279573,8.57536595197762,170.98345763947688,131.42161073097733,164.18730424777118,17.15073190395524,13.182426201636002,16.46903435023593
0.4,100,1.0,0.909032032032032,11,75.93237137879991,0.9949043103516818,4.310972585833896,151.86474275759983,116.7265499363799,145.82850918962052,8.621945171667791,6.627014903885884,8.279244990431065
0.4,100,1.0,0.9090919919919922,11,73.28020582338449,0.9899508613661343,5.857088007935932,146.56041164676898,112.64952547998081,140.73501162004146,11.714176015871864,9.003770900680525,11.248567598774768
0.4,100,1.0,0.9166074074074075,12,79.49927388765113,0.9898421428024043,6.388791468583929,158.99854777530226,122.20974789605621,147.33257120397138,12.777582937167859,9.821128628665331,11.840071335527986
0.4,100,1.0,0.9166653853853854,12,74.96813110578495,0.9906523721653732,5.777024620396023,149.9362622115699,115.24427777320373,138.93519995894474,11.554049240792047,8.88069397269771,10.706310254285276
0.4,100,1.0,0.9166830030030028,12,77.82446541615357,0.9966037376683217,3.6040679786920453,155.64893083230714,119.63515933610097,144.22872098857644,7.208135957384091,5.540330339351949,6.6792635470483255
0.4,100,1.0,0.9166668268268268,12,78.95138285771588,0.9955510822731601,4.186900338484449,157.90276571543177,121.36750593121108,146.31718841828672,8.373800676968898,6.4362856389758525,7.759401590452914
0.4,100,1.0,0.916691091091091,12,75.566657770912,0.9960261075485954,3.786521065047508,151.133315541824,116.1643590428467,140.04442358068405,7.573042130095016,5.820805173850054,7.017395972947451
0.4,100,1.0,0.9231225025025025,13,86.73559155797494,0.9823135934352332,9.232717328867018,173.47118311594988,133.333730731872,155.7271137322314,18.465434657734036,14.192935381409246,16.576637061026883
0.4,100,1.0,0.923036136136136,13,80.18983461925433,0.9868102734656505,7.354579582636171,160.37966923850865,123.27130794294932,143.97470832460422,14.709159165272341,11.305780200529131,13.204584537276084
0.4,100,1.0,0.9230715515515515,13,89.88922054840313,0.9866832129716618,8.284302360716683,179.77844109680626,138.1816266311802,161.3892131269581,16.568604721433367,12.734990566437764,14.873830601100018
0.4,100,1.0,0.923072032032032,13,83.02126859983903,0.9945490435900836,4.875847200049093,166.04253719967807,127.6239116339037,149.0583312480162,9.751694400098186,7.495364774523438,8.754210328472855
0.4,100,1.0,0.9230364964964963,13,80.79555234795856,0.9941248049176977,4.927374985158699,161.59110469591712,124.20244362886424,145.06222812971797,9.854749970317398,7.5745755310491685,8.846724521412556
0.4,100,1.0,0.9285995795795793,14,80.49479504985666,0.9963636776086555,3.8576916850770053,160.98959009971333,123.74010640511959,140.46387932954227,7.715383370154011,5.930211752125254,6.731694130131212
0.4,100,1.0,0.9285580180180179,14,81.71525789043659,0.9767234339779568,10.007239090913602,163.43051578087318,125.61625506371692,142.59359399071047,20.014478181827204,15.38356398279104,17.46268964617321
0.4,100,1.0,0.9285704304304306,14,78.07393405551751,0.9986637418584692,2.2655782872311296,156.14786811103502,120.018653398798,136.2394630008612,4.531156574462259,3.4827456627160864,3.953447113594845
0.4,100,1.0,0.9285565565565567,14,81.31441558584609,0.9949356986936904,4.602218944648826,162.62883117169218,125.0000628069259,141.89412186872664,9.204437889297653,7.074731497331976,8.030898470999178
0.4,100,1.0,0.9285993193193189,14,82.24654158626001,0.9938028267137627,5.152308047145355,164.49308317252002,126.43296751092268,143.5206870890117,10.30461609429071,7.9203524350964285,8.99080711187106
0.4,100,1.0,0.933349029029029,15,81.27120245702675,0.9253098259759391,18.31733564645997,162.5424049140535,124.93363370234972,138.20560578314613,36.63467129291994,28.158206509469,31.149514130676394
0.4,100,1.0,0.9332977577577578,15,81.75288309549167,0.9292576558679753,17.894196256344983,163.50576619098334,125.67409416839624,139.0247269776216,35.78839251268997,27.507738201243658,30.429945156998727
0.4,100,1.0,0.933318158158158,15,81.4763155343784,0.9961854289025435,3.999646558324194,162.9526310687568,125.2489424623864,138.5544104796734,7.999293116648388,6.148430968777123,6.801592185177244
0.4,100,1.0,0.9333954154154153,15,89.83796618592707,0.9973910523076008,3.6449983237572288,179.67593237185415,138.1028361918408,152.77380134269623,7.2899966475144575,5.603250249271928,6.198495730142415
0.4,100,1.0,0.9332827427427425,15,84.59589422600486,0.9928169088873022,5.708314070965437,169.19178845200972,130.04449475867972,143.85940474369212,11.416628141930873,8.775069122141486,9.707263831803004
0.4,100,1.0,0.9374634034034031,16,80.91260686781348,0.950654556895676,14.623988014053282,161.82521373562696,124.38238493728147,134.39293099238287,29.247976028106564,22.480631596183795,24.28991832158982
0.4,100,1.0,0.9374420220220219,16,98.95963527013424,0.9909548521287088,7.500262383539035,197.91927054026849,152.1250633727782,164.36839633183263,15.00052476707807,11.529730150012833,12.457666165452588
0.4,100,1.0,0.9374381581581583,16,97.99121327698117,0.9945689499894302,5.744457979583295,195.98242655396234,150.6363628871928,162.75988221845162,11.48891595916659,8.830631113391984,9.54133817613882
0.4,100,1.0,0.9375097097097098,16,89.58417783422024,0.9985053448162389,2.749565634004669,179.16835566844048,137.7127016791045,148.79609860244096,5.499131268009338,4.226752101286376,4.566929664168446
0.4,100,1.0,0.9374355155155155,16,81.70901453340481,0.9545051121667328,14.151406685384359,163.41802906680962,125.60665750324162,135.71573549203862,28.302813370768718,21.75415898564611,23.50497772517757
0.4,100,1.0,0.9411755155155154,17,100.93613411336935,0.9953937231244768,5.447054331446108,201.8722682267387,155.16342351792827,164.063915794744,10.894108662892217,8.373449266503963,8.85376749380974
0.4,100,1.0,0.9411459059059054,17,90.41819787008689,0.9950813446177333,5.042979721356994,180.83639574017377,138.99479361956128,146.96782011691462,10.085959442713987,7.752288168857024,8.19697532134557
0.4,100,1.0,0.9412357957957959,17,101.5864532664611,0.9914643834755257,7.477426559016328,203.1729065329222,156.1631224568599,165.12095951560534,14.954853118032656,11.494625925515606,12.15398124879588
0.4,100,1.0,0.9411335135135138,17,110.55889120927338,0.9817095935586171,11.971575382222667,221.11778241854677,169.95594502469498,179.70496668066815,23.943150764445335,18.40322732315325,19.45887419497729
0.4,100,1.0,0.9411290490490488,17,84.6248622256989,0.9719915103002416,11.395911128002059,169.2497244513978,130.08902563005176,137.5511990061437,22.791822256004117,17.518291147755054,18.523176265191168
0.4,100,1.0,0.944455055055055,18,107.60277640873828,0.9958913126227829,5.482852007737838,215.20555281747656,165.41167654451064,171.441302141614,10.965704015475676,8.428479014336117,8.7357159269359
0.4,100,1.0,0.9444518118118118,18,106.07839975943241,0.9960275166443353,5.3144680907319835,212.15679951886483,163.06833833649662,169.01254401442085,10.628936181463967,8.16963192000772,8.4674332770391
0.4,100,1.0,0.9444917117117114,18,104.55077264838478,0.9900227626643943,8.32620841598542,209.10154529676956,160.72000337705856,166.57860699303774,16.65241683197084,12.799410380597928,13.265977518244442
0.4,100,1.0,0.9444519319319319,18,109.84360242624484,0.989504463506172,8.974405311128479,219.68720485248969,168.85637193965863,175.01156438888935,17.948810622256957,13.795846892136236,14.298736369422679
0.4,100,1.0,0.9444904504504503,18,120.4592960034633,0.9707968670974618,16.574037971538118,240.9185920069266,185.17527867139887,191.92533177256163,33.148075943076236,25.478333361683255,26.407075601762045
0.4,100,1.0,0.9473468068068067,19,120.89669955432105,0.9825454889936746,12.782900971143807,241.7933991086421,185.84767446905997,189.08521464062838,25.565801942287614,19.650432370884804,19.992750693517458
0.4,100,1.0,0.9473525525525524,19,108.67803382438042,0.9960152890938455,5.453114902445347,217.35606764876084,167.0646090967588,169.97494082269156,10.906229804890694,8.382765840325376,8.528796944746986
0.4,100,1.0,0.9473007407407409,19,120.85494236348917,0.9883662897081822,10.401645418422167,241.70988472697834,185.78348349579872,189.01990543516337,20.803290836844333,15.989862575172499,16.26841232067172
0.4,100,1.0,0.9473752152152147,19,109.12140357349948,0.9950158554675557,6.126715671605775,218.24280714699896,167.7461763943564,170.6683812928317,12.25343134321155,9.418254293943473,9.582324017763263
0.4,100,1.0,0.947403903903904,19,103.63328373345094,0.9967424032168487,4.699957441924981,207.26656746690188,159.30959943865344,162.08483582174296,9.399914883849963,7.224979374170933,7.350841379328957
0.4,100,1.0,0.9499951351351347,20,111.25233929431022,0.9984885718308809,3.4337512283573184,222.50467858862044,171.0219436370989,171.0219436370989,6.867502456714637,5.278512009409748,5.278512009409748
0.4,100,1.0,0.9500206206206206,20,104.63612072518347,0.9663138555549119,15.498356608979343,209.27224145036695,160.85120415964334,160.85120415964334,30.996713217958686,23.824749099761917,23.824749099761917
0.4,100,1.0,0.9499884884884884,20,114.7229789056168,0.9922846805763031,8.02503059973412,229.4459578112336,176.35716207614087,176.35716207614087,16.05006119946824,12.336426718030497,12.336426718030497
0.4,100,1.0,0.9499614214214216,20,101.449794439048,0.9978472570263826,3.738115336571824,202.899588878096,155.9530445526324,155.9530445526324,7.476230673143648,5.746393778821487,5.746393778821487
0.4,100,1.0,0.9499719719719725,20,111.42679649520286,0.9551067603995409,19.164241179205355,222.85359299040573,171.2901268480534,171.2901268480534,38.32848235841071,29.460106597196287,29.460106597196287
0.4,200,0.665,0.5000533833833835,2,31.4991272753617,0.9921136000480913,2.2278948429259815,72.48043669784472,55.71004276565837,240.7747989962754,5.1264528607577775,3.940303357987907,17.029707785266954
0.4,200,0.67,0.500062992992993,2,34.11422971150984,0.9847810421337804,3.3643072888394445,78.49786584515556,60.33516990904897,260.7642659397213,7.7413719862505275,5.950187168666864,25.71628109409961
0.4,200,0.665,0.4999125925925925,2,36.9552367165772,0.991294625292361,2.7472982960627936,85.03510818170703,65.35983679477684,282.4805149205988,6.321615786277033,4.858931621365727,20.99995308551714
0.4,200,0.665,0.500051091091091,2,32.11069271604252,0.9905441085040279,2.488865767955414,73.88766712116276,56.791670728125034,245.4495172754758,5.726954787246678,4.401862221726812,19.024532005904415
0.4,200,0.665,0.5000515415415415,2,33.444178138334884,0.9908285654744933,2.552568308980631,76.95605707663813,59.15010209842516,255.64248807463963,5.873536244945717,4.514527923661095,19.511465068424396
0.4,200,0.805,0.666643043043043,3,54.36735843518896,0.9867049144421748,5.006423960236836,125.10092254438497,96.15529462142774,262.19943317739916,11.519931703515818,8.854470490233867,24.14466257698889
0.4,200,0.83,0.6666454554554555,3,48.50915522896545,0.9864797634706887,4.505149791459397,111.62102124616976,85.79434879916349,233.94686390937215,10.366484805107403,7.967906074153857,21.72714944589576
0.4,200,0.82,0.6666363963963962,3,49.06582192936728,0.9947189888926984,2.836121837909642,112.90192802138168,86.77888165350264,236.63152061359827,6.526001420387746,5.016026872660379,13.677867745007852
0.4,200,0.825,0.6666486586586584,3,47.430152885058995,0.9935352144668916,3.035130874484229,109.13820448744927,83.88600174567884,228.74312013530934,6.983927182954061,5.36799859052428,14.637635850152055
0.4,200,0.825,0.6665579779779779,3,51.010748889121864,0.9890002830243118,4.267678709800182,117.37726329515252,90.21872184833754,246.01139046743737,9.820056723106779,7.547909545386852,20.581889039666983
0.4,200,0.88,0.7500312512512514,4,60.37923058395925,0.9900178765614531,4.809666831370338,138.93442068880228,106.78802268344093,230.76507771651615,11.067187648133283,8.506481545404446,18.38220078986217
0.4,200,0.875,0.7499788488488488,4,67.27437253936631,0.9830382793148464,7.010304204280236,154.80034915255513,118.98292096913008,257.117814474123,16.13092025277814,12.398576748067763,26.79287859204563
0.4,200,0.88,0.7500292892892895,4,64.1795028061838,0.9844022770624365,6.4088205861460095,147.6789610638296,113.50926693159106,245.28944489085623,14.746888405550786,11.334779716608075,24.494051453283927
0.4,200,0.875,0.7499522822822823,4,62.354346714673284,0.983914122377717,6.3248173156325596,143.47922215049505,110.28125610376136,238.31382954715733,14.553594360365462,11.186209702212153,24.17299699364615
0.4,200,0.88,0.7500273673673674,4,60.36999387803536,0.9818353068471112,6.514083354588069,138.91316675141027,106.77168644410528,230.72977569064142,14.989101193162599,11.520949742217821,24.89635818533826
0.4,200,0.925,0.8000570370370369,5,72.9371233004023,0.9847740877644773,7.194646405396309,167.83050851166797,128.9981853385445,240.1111742571804,16.555097187012947,12.724608381195736,23.684989462086193
0.4,200,0.915,0.7999903503503505,5,70.38289271576615,0.994293727400509,4.229835611388733,161.95314732057784,124.4807174779433,231.70257137775744,9.73297861853317,7.480979417054824,13.924744349764964
0.4,200,0.915,0.8000638038038038,5,65.29111439824497,0.9970115490204721,2.8357276922402064,150.23681268069012,115.47528741181459,214.94028606192683,6.525094479379714,5.015329778042227,9.335299710862667
0.4,200,0.925,0.8000446946946945,5,75.35964994867555,0.983934462401311,7.639076993389939,173.40481499464005,133.2827187478816,248.0862038698851,17.577745300976872,13.510638001859489,25.14806814589235
0.4,200,0.925,0.7999825025025024,5,75.45424540761017,0.9829551368599675,7.882265524174139,173.6224819831022,133.45002233748954,248.39761492774434,18.13732940491277,13.940746535714094,25.94865200566394
0.4,200,0.945,0.8332901701701702,6,79.96722434662895,0.9874155370618307,7.1617120613310545,184.00698189158425,141.43177521258932,236.4668588540663,16.479314273431278,12.666359982746634,21.177520778006407
0.4,200,0.94,0.8333615815815815,6,79.5023179495346,0.9959517039687118,4.0210016590273465,182.93721832669405,140.60953162984683,235.09210868260183,9.252445430036557,7.111631139076518,11.89029179799547
0.4,200,0.94,0.8334056956956953,6,79.79172276299495,0.9967945682185352,3.589514807493187,183.60314748335585,141.12137928814923,235.94789238317864,8.259581241921845,6.348494092718104,10.614364800994295
0.4,200,0.945,0.8333166966966964,6,81.62957411968802,0.9897829089885632,6.579284339531213,187.83209858267836,144.3718432385705,241.38250563765527,15.139130615263607,11.636265624711708,19.455254499430186
0.4,200,0.95,0.8332830930930931,6,78.39092981918944,0.9876575472841698,6.951856963953621,180.37988090194494,138.64390636888274,231.80568149574285,15.99643139962282,12.295205685445426,20.556969344630968
0.4,200,0.96,0.8571516016016016,7,95.99539567419195,0.9812079903027275,10.538867594677878,220.88828489194808,169.7795482257253,261.375928511468,24.25025045568491,18.6392708365719,28.69519192740739
0.4,200,0.96,0.8571315315315315,7,84.95333452208936,0.9907119653698825,6.525384520650021,195.48017096700403,150.2503183004944,231.31064292103468,15.015105515257128,11.540937230731688,17.767294212401467
0.4,200,0.955,0.8571339439439442,7,84.81886012843292,0.9958963288087412,4.319257669870074,195.17074135355182,150.01248395810148,230.9444965110312,9.938741457372755,7.639133217909026,11.760459718028796
0.4,200,0.955,0.8571326026026025,7,84.69296253543143,0.9932848212939215,5.5242927084586135,194.88104721567353,149.78981873220832,230.60170298393533,12.711563226991087,9.770384441062587,15.041524917957025
0.4,200,0.955,0.8570528328328324,7,92.08722844507805,0.9873783563994564,8.25948609521115,211.895474869686,162.8674785176994,250.73478441165398,19.005325253850426,14.607907056094467,22.488899931101255
0.4,200,0.965,0.8750223323323326,8,94.94352350873801,0.9984567929383776,2.961080930333582,218.46789548763454,167.91918419693263,241.9115466170964,6.81353604028618,5.237032245985143,7.544692265918084
0.4,200,0.97,0.8750145745745747,8,88.08563544110065,0.9913888539874383,6.512549266956136,202.68768933709487,155.79017394879747,224.43797656556572,14.985571211505542,11.518236521409062,16.593663341811837
0.4,200,0.97,0.8749312712712715,8,86.05889337465149,0.9900284890576769,6.851566317150969,198.02409504872134,152.20563377376988,219.2739349356643,15.765659613045374,12.117829462493955,17.457462534335484
0.4,200,0.97,0.8749772272272272,8,97.72822418751859,0.9921163767105575,6.910971457662046,224.8755752784545,172.84426648725278,249.006830457152,15.902352623257997,12.222894688252152,17.60882398466883
0.4,200,0.965,0.8750512612612614,8,100.98669373614806,0.9927399709466663,6.850985500223253,232.37341144980857,178.60726672271434,257.3092546666466,15.76432313587271,12.11680221702143,17.455982640646134
0.4,200,0.98,0.8888603003003003,9,103.85711616904001,0.9951789206968259,5.734496368895154,238.97833956811974,183.683958374962,250.4377421925313,13.195248154853932,10.14215521458422,13.827981906409658
0.4,200,0.98,0.8888850850850851,9,94.83298093687074,0.9949743095309386,5.34673680616854,218.2135337139701,167.72367619595482,228.67722990268348,12.303001769914443,9.456355203890284,12.892950846575888
0.4,200,0.975,0.8889102702702703,9,103.15378453580216,0.9818041486908624,11.140287365526078,237.3599523831401,182.4400307250436,248.74175069249787,25.634135388391975,19.70295494633049,26.863334147054065
0.4,200,0.985,0.8888800800800801,9,96.07703541576332,0.963459993007344,14.843097271296337,221.07614038614204,169.92393805134043,231.67710325128738,34.154412049811064,26.25182521820363,35.79217202331391
0.4,200,0.975,0.8888877477477475,9,101.95280581590323,0.9906920839860867,7.839593304698103,234.59646432449853,180.31595359549885,245.84574885721463,18.03913934791685,13.865275518655947,18.9041456123307
0.4,200,0.985,0.8999736736736735,10,115.26774166706359,0.9905989939553675,8.908067077029946,265.2345311083602,203.86503923224126,265.2345311083602,20.49772954763267,15.755001511069423,20.49772954763267
0.4,200,0.99,0.9000229729729727,10,104.11456752843429,0.993046331977528,6.911482132075716,239.57074286851045,184.13929245823837,239.57074286851045,15.903527700401868,12.223797878146149,15.903527700401868
0.4,200,0.985,0.9000195295295297,10,114.2650956660454,0.9697185822266254,16.018295477233114,262.92741258498484,202.09173767035225,262.92741258498484,36.85857837252208,28.330306369078976,36.85857837252208
0.4,200,0.98,0.9000296396396394,10,109.64391499023492,0.9957114017094392,5.7083809429308,252.29393723456218,193.91861684618874,252.29393723456218,13.135155776360412,10.09596690325105,13.135155776360412
0.4,200,0.98,0.899959059059059,10,112.82435954329497,0.995704611077327,5.878632800417427,259.6122355506995,199.54362037456812,259.6122355506995,13.52691040725465,10.397078047651918,13.52691040725465
0.4,200,0.99,0.909132712712713,11,118.08975499383163,0.9714095713695352,16.07158964221574,271.728068421417,208.85611348471673,260.9275754420454,36.981209844740974,28.42456359037871,35.51130171336108
0.4,200,0.99,0.9090534334334337,11,107.8290226512638,0.987435716618456,9.649117251210344,248.11781552368888,190.70875871471497,238.25576947085125,22.202908226713785,17.06563899426663,21.320399637088254
0.4,200,0.985,0.9090884084084085,11,115.90091135018432,0.9863709326041138,10.807798947203459,266.6914735415661,204.98487692857535,256.09117227575496,24.869069564620755,19.114908685813052,23.880587907953515
0.4,200,0.985,0.9091149549549548,11,113.40923452202165,0.9858413450068956,10.78185220069044,260.9580504204629,200.57804300452182,250.58563800149406,24.809365322604407,19.069018704632505,23.823256756249414
0.4,200,0.985,0.9090962862862864,11,119.30309177800764,0.9784673005850619,14.039939901168662,274.5199927566485,211.00204735598513,263.6085279540244,32.30632284990868,24.831343595134513,31.02222947244937
0.4,200,0.99,0.9166579079079081,12,115.25393718252094,0.9873857616304927,10.334282426293129,265.20276657535294,203.84062432012306,245.7444173966394,23.779493846563636,18.277437050502254,22.03475452677968
