name	taxid	sp_number	accession_file
Rhinolophus_sinicus	89399	273	GCF_001888835.1_ASM188883v1_cds_from_genomic.fna.gz
Bubalus_bubalis	89462	274	GCF_003121395.1_ASM312139v1_cds_from_genomic.fna.gz
Phyllostomus_discolor	89673	275	GCF_004126475.1_mPhyDis1_v1.p_cds_from_genomic.fna.gz
Lagenorhynchus_obliquidens	90247	276	GCF_003676395.1_ASM367639v1_cds_from_genomic.fna.gz
Catharus_ustulatus	91951	277	GCF_009819885.1_bCatUst1.pri_cds_from_genomic.fna.gz
Spheniscus_demersus	92683	278	GCA_010077935.1_BGI_Sdem.V1_cds_from_genomic.fna.gz
Eudyptes_sclateri	92688	279	GCA_010078445.1_BGI_Escl.V1_cds_from_genomic.fna.gz
Marmota_flaviventris	93162	280	GCF_003676075.1_ASM367607v1_cds_from_genomic.fna.gz
Coturnix_japonica	93934	281	GCF_001577835.2_Coturnix_japonica_2.1_cds_from_genomic.fna.gz
Tinamus_guttatus	94827	282	GCF_000705375.1_ASM70537v2_cds_from_genomic.fna.gz
Gavialis_gangeticus	94835	283	GCF_001723915.1_GavGan_comp1_cds_from_genomic.fna.gz
Phaethon_lepturus	97097	284	GCF_000687285.1_ASM68728v1_cds_from_genomic.fna.gz
Tetraodon_nigroviridis	99883	285	GCA_000180735.1_ASM18073v1_cds_from_genomic.fna.gz
Pogona_vitticeps	103695	286	GCF_900067755.1_pvi1.1_cds_from_genomic.fna.gz
Protobothrops_mucrosquamatus	103944	287	GCF_001527695.2_P.Mucros_1.0_cds_from_genomic.fna.gz
Nothobranchius_furzeri	105023	288	GCF_001465895.1_Nfu_20140520_cds_from_genomic.fna.gz
Maylandia_zebra	106582	289	GCF_000238955.4_M_zebra_UMD2a_cds_from_genomic.fna.gz
Chelonoidis_abingdonii	106734	290	GCF_003597395.1_ASM359739v1_cds_from_genomic.fna.gz
Hippocampus_comes	109280	291	GCF_001891065.1_H_comes_QL1_v1_cds_from_genomic.fna.gz
Myotis_brandtii	109478	292	GCF_000412655.1_ASM41265v1_cds_from_genomic.fna.gz
Scleropages_formosus	113540	293	GCF_900964775.1_fSclFor1.1_cds_from_genomic.fna.gz
Neopelma_chrysocephalum	114329	294	GCF_003984885.1_ASM398488v2_cds_from_genomic.fna.gz
Picoides_pubescens	118200	295	GCF_000699005.1_ASM69900v1_cds_from_genomic.fna.gz
Lipotes_vexillifer	118797	296	GCF_000442215.1_Lipotes_vexillifer_v1_cds_from_genomic.fna.gz
Tauraco_erythrolophus	121530	297	GCF_000709365.1_ASM70936v1_cds_from_genomic.fna.gz
Oryzias_javanicus	123683	298	GCA_003999625.1_OJAV_1.1_cds_from_genomic.fna.gz
Nanorana_parkeri	125878	299	GCF_000935625.1_ASM93562v1_cds_from_genomic.fna.gz
Nipponia_nippon	128390	300	GCF_000708225.1_ASM70822v1_cds_from_genomic.fna.gz
Pteropus_vampyrus	132908	301	GCF_000151845.1_Pvam_2.0_cds_from_genomic.fna.gz
Condylura_cristata	143302	302	GCF_000260355.1_ConCri1.0_cds_from_genomic.fna.gz
Paroedura_picta	143630	303	GCA_003118565.1_Ppicta_assembly_v1_cds_from_genomic.fna.gz
Stegastes_partitus	144197	304	GCF_000690725.1_Stegastes_partitus-1.0.2_cds_from_genomic.fna.gz
Gekko_japonicus	146911	305	GCF_001447785.1_Gekko_japonicus_V1.1_cds_from_genomic.fna.gz
Boleophthalmus_pectinirostris	150288	306	GCF_000788275.1_BP.fa_cds_from_genomic.fna.gz
Cyanistes_caeruleus	156563	307	GCF_002901205.1_cyaCae2_cds_from_genomic.fna.gz
Betta_splendens	158456	308	GCF_900634795.2_fBetSpl5.2_cds_from_genomic.fna.gz
Terrapene_carolina	158814	309	GCF_002925995.2_T_m_triunguis-2.0_cds_from_genomic.fna.gz
Limosa_lapponica	161683	310	GCA_002844005.1_Godwit_v1_cds_from_genomic.fna.gz
Empidonax_traillii	164674	311	GCF_003031625.1_ASM303162v1_cds_from_genomic.fna.gz
Echeneis_naucrates	173247	312	GCF_900963305.1_fEcheNa1.1_cds_from_genomic.fna.gz
Bagarius_yarrelli	175774	313	GCA_005784505.1_ASM578450v1_cds_from_genomic.fna.gz
Buceros_rhinoceros	175835	314	GCF_000710305.1_ASM71030v1_cds_from_genomic.fna.gz
Nestor_notabilis	176057	315	GCF_000696875.1_ASM69687v1_cds_from_genomic.fna.gz
Python_bivittatus	176946	316	GCF_000186305.1_Python_molurus_bivittatus-5.0.2_cds_from_genomic.fna.gz
Corvus_cornix	181096	317	GCF_000738735.2_ASM73873v2_cds_from_genomic.fna.gz
Pseudopodoces_humilis	181119	318	GCF_000331425.1_PseHum1.0_cds_from_genomic.fna.gz
Salarias_fasciatus	181472	319	GCF_902148845.1_fSalaFa1.1_cds_from_genomic.fna.gz
Chrysochloris_asiatica	185453	320	GCF_000296735.1_ChrAsi1.0_cds_from_genomic.fna.gz
Hipposideros_armiger	186990	321	GCF_001890085.1_ASM189008v1_cds_from_genomic.fna.gz
Chlamydotis_macqueenii	187382	322	GCF_000695195.1_ASM69519v1_cds_from_genomic.fna.gz
Leptosomus_discolor	188344	323	GCF_000691785.1_ASM69178v1_cds_from_genomic.fna.gz
Egretta_garzetta	188379	324	GCF_000687185.1_ASM68718v1_cds_from_genomic.fna.gz
Neophocaena_asiaeorientalis	189058	325	GCF_003031525.1_Neophocaena_asiaeorientalis_V1_cds_from_genomic.fna.gz
Lynx_pardinus	191816	326	GCA_900661375.1_LYPA1.0_cds_from_genomic.fna.gz
Athene_cunicularia	194338	327	GCF_003259725.1_athCun1_cds_from_genomic.fna.gz
Rhinatrema_bivittatum	194408	328	GCF_901001135.1_aRhiBiv1.1_cds_from_genomic.fna.gz
Calidris_pugnax	198806	329	GCF_001431845.1_ASM143184v1_cds_from_genomic.fna.gz
Mastacembelus_armatus	205130	330	GCF_900324485.1_fMasArm1.1_cds_from_genomic.fna.gz
Parambassis_ranga	210632	331	GCF_900634625.1_fParRan2.1_cds_from_genomic.fna.gz
Larimichthys_crocea	215358	332	GCF_000972845.2_L_crocea_2.0_cds_from_genomic.fna.gz
Aythya_fuligula	219594	333	GCF_009819795.1_bAytFul2.pri_cds_from_genomic.fna.gz
Myotis_davidii	225400	334	GCF_000327345.1_ASM32734v1_cds_from_genomic.fna.gz
Liparis_tanakae	230148	335	GCA_006348945.1_SNU_Ltan_1.0_cds_from_genomic.fna.gz
Collichthys_lucidus	240159	336	GCA_004119915.1_ASM411991v1_cds_from_genomic.fna.gz
Pterocles_gutturalis	240206	337	GCF_000699245.1_ASM69924v1_cds_from_genomic.fna.gz
Cynoglossus_semilaevis	244447	338	GCF_000523025.1_Cse_v1.0_cds_from_genomic.fna.gz
Tupaia_chinensis	246437	339	GCF_000334495.1_TupChi_1.0_cds_from_genomic.fna.gz
Rhincodon_typus	259920	340	GCF_001642345.1_ASM164234v2_cds_from_genomic.fna.gz
Antrostomus_carolinensis	279965	341	GCF_000700745.1_ASM70074v1_cds_from_genomic.fna.gz
Sander_lucioperca	283035	342	GCF_008315115.1_SLUC_FBN_1_cds_from_genomic.fna.gz
Canis_lupus_dingo	286419	343	GCF_003254725.1_ASM325472v1_cds_from_genomic.fna.gz
Miniopterus_natalensis	291302	344	GCF_001595765.1_Mnat.v1_cds_from_genomic.fna.gz
Chiroxiphia_lanceolata	296741	345	GCF_009829145.1_bChiLan1.pri_cds_from_genomic.fna.gz
Denticeps_clupeoides	299321	346	GCF_900700375.1_fDenClu1.1_cds_from_genomic.fna.gz
Seriola_lalandi	302047	347	GCF_002814215.1_Sedor1_cds_from_genomic.fna.gz
Pundamilia_nyererei	303518	348	GCF_000239375.1_PunNye1.0_cds_from_genomic.fna.gz
Sinocyclocheilus_rhinocerous	307959	349	GCF_001515625.1_SAMN03320098_v1.1_cds_from_genomic.fna.gz
Apteryx_rowi	308060	350	GCF_003343035.1_aptRow1_cds_from_genomic.fna.gz
Pangasianodon_hypophthalmus	310915	351	GCF_003671635.1_VN_pangasius_cds_from_genomic.fna.gz
Lepidothrix_coronata	321398	352	GCF_001604755.1_Lepidothrix_coronata-1.0_cds_from_genomic.fna.gz
Manacus_vitellinus	328815	353	GCF_001715985.3_ASM171598v3_cds_from_genomic.fna.gz
Falco_cherrug	345164	354	GCF_000337975.1_F_cherrug_v1.0_cds_from_genomic.fna.gz
Eudyptes_robustus	345251	355	GCA_010085315.1_BGI_Erob.V1_cds_from_genomic.fna.gz
Eudyptula_albosignata	345258	356	GCA_010080465.1_BGI_Emin_alb.V1_cds_from_genomic.fna.gz
Podiceps_cristatus	345573	357	GCA_000699545.1_ASM69954v1_cds_from_genomic.fna.gz
Zosterops_borbonicus	364589	358	GCA_007252995.1_ZoBo_15179_v2.0_cds_from_genomic.fna.gz
Patagioenas_fasciata	372321	359	GCA_002029285.1_NIATT_ARIZONA_cds_from_genomic.fna.gz
Sphaeramia_orbicularis	375764	360	GCF_902148855.1_fSphaOr1.1_cds_from_genomic.fna.gz
Propithecus_coquereli	379532	361	GCF_000956105.1_Pcoq_1.0_cds_from_genomic.fna.gz
Amblyraja_radiata	386614	362	GCF_010909765.1_sAmbRad1.pri_cds_from_genomic.fna.gz
Corapipo_altera	415028	363	GCF_003945725.1_ASM394572v1_cds_from_genomic.fna.gz
Camelus_ferus	419612	364	GCF_009834535.1_BCGSAC_Cfer_1.0_cds_from_genomic.fna.gz
Anarrhichthys_ocellatus	433405	365	GCF_004355925.1_GSC_Weel_1.0_cds_from_genomic.fna.gz
Takifugu_flavidus	433684	366	GCA_003711565.2_ASM371156v2_cds_from_genomic.fna.gz
Takifugu_bimaculatus	433685	367	GCA_004026145.1_ASM402614v1_cds_from_genomic.fna.gz
Gouania_willdenowi	441366	368	GCF_900634775.1_fGouWil2.1_cds_from_genomic.fna.gz
Galeopterus_variegatus	482537	369	GCF_000696425.1_G_variegatus-3.0.2_cds_from_genomic.fna.gz
Grammomys_surdaster	491861	370	GCF_004785775.1_NIH_TR_1.0_cds_from_genomic.fna.gz
Anabarilius_grahami	495550	371	GCA_003731715.1_BGI_Agra_1.0_cds_from_genomic.fna.gz
Myripristis_murdjan	586833	372	GCF_902150065.1_fMyrMur1.1_cds_from_genomic.fna.gz
Piliocolobus_tephrosceles	591936	373	GCF_002776525.3_ASM277652v3_cds_from_genomic.fna.gz
Danionella_translucida	623744	374	GCA_007224835.1_ASM722483v1_cds_from_genomic.fna.gz
Pipra_filicauda	649802	375	GCF_003945595.1_ASM394559v1_cds_from_genomic.fna.gz
Coregonus_sp._balchen_	861768	376	GCA_902810595.1_AWG_v2_cds_from_genomic.fna.gz
Fukomys_damarensis	885580	377	GCF_000743615.1_DMR_v1.0_cds_from_genomic.fna.gz
Balearica_regulorum	925459	378	GCF_000709895.1_ASM70989v1_cds_from_genomic.fna.gz
Nannospalax_galili	1026970	379	GCF_000622305.1_S.galili_v1.0_cds_from_genomic.fna.gz
Corvus_moneduloides	1196302	380	GCF_009650955.1_bCorMon1.pri_cds_from_genomic.fna.gz
Tachysurus_fulvidraco	1234273	381	GCF_003724035.1_ASM372403v1_cds_from_genomic.fna.gz
Microcaecilia_unicolor	1415580	382	GCF_901765095.1_aMicUni1.1_cds_from_genomic.fna.gz
Eudyptes_filholi	1419345	383	GCA_010085365.1_BGI_Echrysoc_fil.V1_cds_from_genomic.fna.gz
Triplophysa_tibetana	1572043	384	GCA_008369825.1_ASM836982v1_cds_from_genomic.fna.gz
Sinocyclocheilus_anshuiensis	1608454	385	GCF_001515605.1_SAMN03320099.WGS_v1.1_cds_from_genomic.fna.gz
Paramormyrops_kingsleyae	1676925	386	GCF_002872115.1_PKINGS_0.1_cds_from_genomic.fna.gz
Gopherus_evgoodei	1825980	387	GCF_007399415.2_rGopEvg1_v1.p_cds_from_genomic.fna.gz
Carlito_syrichta	1868482	388	GCF_000164805.1_Tarsius_syrichta-2.0.1_cds_from_genomic.fna.gz
Eudyptula_novaehollandiae	2052820	389	GCA_010078495.1_BGI_Enov.V1_cds_from_genomic.fna.gz
Strigops_habroptila	2489341	390	GCF_004027225.2_bStrHab1.2.pri_cds_from_genomic.fna.gz
Eudyptes_moseleyi	2495534	391	GCA_010082375.1_BGI_Emos.V1_cds_from_genomic.fna.gz
Apteryx_mantelli	2696672	392	GCF_001039765.1_AptMant0_cds_from_genomic.fna.gz
