OG_id,SimuID,ali_len,num_invar_sites,num_var_sites,mean_alphabet_size,median_alphabet_size,max_ld,mean_ld,median_ld,var_ld,dim_ur,dim_CI_ur,dim_R^2_ur,dim_range_end_ur,dim_range_start_ur,n_seq_from_dim_log10,n_seq_from_dim_log20,n_seq_from_dim_log_alpha,log10_nseq_ci,log20_nseq_ci,n_seq_bin_expected_from_dn/ds_log20,n_seq_bin_expected_from_usage_log20,n_seq_expected_from_dn/ds_log20,n_seq_expected_from_usage_log20,n_seq_diff_dnds_log10,n_seq_diff_dnds_log20,n_seq_diff_usage_log10,n_seq_diff_usage_log20,dnds_mean,dnds_median,dnds_var,dn_mean,dn_median,dn_var,ds_mean,ds_median,ds_var,filt_length,frac_NA,frac_SE_high,frac_dS<0.1,frac_dS>0.8,orig_length,dnds_from_usage,dnds_from_usage_cons,nodes,branch_length_distr,fraction_allowed_subs,gamma,mode,replicate,run,suffix,tree_len_scale,dnds_mean_tree,dnds_median_tree,dnds_var_tree,nonsyn_subs_count,syn_subs_count,total_treelength,integral_b0,norm_integral_b0
ali_tree_0.05_exp_0_continuousF.longleaves.run1_f0.390_fnum0_0,SimuOG1731,300,22,278.0,6.06,6.0,0.74333,0.5775279982162765,0.59,0.0051805989636361,7.304,0.508,0.989,0.9,0.4,17.152004495066958,13.183404342890206,22.041993104310617,1.1929378810917326,0.9169180457541382,175.14559729999547,172.76365965000718,181.6104506753631,179.43120135055315,210.71767120071155,161.96219295710526,207.6186988702754,159.58025530711697,0.3066,0.3022,0.0036,0.1645,0.1693,0.0032,0.5476,0.5778,0.0322,774.0,0.0,0.0,0.0001,0.9827,44850.0,0.2663157894736842,0.7228571428571428,leaves,exp,0.39,0.0,tree,0,longleaves,continuousF.longleaves.run1,0.05,0.32424,0.32247,0.00059,20506,17680,38186,72.8901,111.747
ali_tree_0.05_exp_1_continuousF.longleaves.run1_f0.656_fnum0_0,SimuOG4491,300,0,300.0,13.19,13.0,0.90667,0.7564955636566332,0.77667,0.0076720024403166,7.561,0.682,0.982,1.0,0.5,18.40778755580898,14.148626562921446,16.524886582148692,1.6603770814788685,1.276201999194872,244.58633872527702,255.4291738875094,246.48031526818357,256.86033896666663,299.80637565540724,230.43771216235558,313.91322943951167,241.28054732458796,0.586,0.5769,0.0131,0.3278,0.3261,0.0137,0.5638,0.5983,0.0298,1967.0,0.0,0.0,0.0003,0.9558,44850.0,0.641578947368421,1.741428571428571,leaves,exp,0.656,1.0,tree,0,longleaves,continuousF.longleaves.run1,0.05,0.63154,0.63152,0.00243,27275,12613,39888,97.4333,117.126
ali_tree_0.05_exp_10_continuousF.longleaves.run1_f0.264_fnum0_0,SimuOG3501,300,0,300.0,11.427,11.0,0.81,0.5798297221850612,0.59,0.0088712487297466,5.687,0.295,0.994,0.85,0.35,13.566942877953602,10.427847876812177,13.02769173560336,0.7037538507115021,0.5409205422295748,125.9720223920771,237.92475683757166,135.8282744476739,240.1311319406014,150.3264368685934,115.54417451526491,295.9803024787861,227.4969089607595,0.1941,0.1894,0.0019,0.1004,0.0988,0.0013,0.5297,0.547,0.0323,365.0,0.0,0.0,0.0,0.9918,44850.0,0.5487894736842105,1.4895714285714283,leaves,exp,0.264,10.0,tree,0,longleaves,continuousF.longleaves.run1,0.05,0.22404,0.22403,0.00026,17082,22432,39514,62.3,89.2714
ali_tree_0.05_exp_100_continuousF.longleaves.run1_f0.375_fnum0_0,SimuOG2610,300,0,300.0,14.553,14.5,0.92333,0.7106412673355631,0.72667,0.0097127878312768,6.539,0.441,0.99,0.9,0.4,15.97136495772202,12.275939072081906,13.752199928865096,1.077132886734273,0.8279078040660837,181.1471243723797,266.7955802546256,187.10735641264878,267.7958247170782,219.7064774790178,168.87118530029778,331.13768766412284,254.51964118254367,0.3239,0.3129,0.0048,0.1784,0.1772,0.005,0.5514,0.5902,0.0324,718.0,0.0,0.0,0.0,0.9839,44850.0,0.7133157894736842,1.9361428571428567,leaves,exp,0.375,100.0,tree,0,longleaves,continuousF.longleaves.run1,0.05,0.32704,0.3262,0.00055,19843,17306,37149,78.2334,98.1776
ali_tree_0.05_exp_0_continuousF.longleaves.run1_f0.285_fnum1_0,SimuOG1695,300,39,261.0,4.047,4.0,0.62,0.4667428457079152,0.47667,0.0037059897493356,7.036,0.413,0.992,0.85,0.35,15.96829307551726,12.27357795649272,26.522760697478056,0.9373088459619995,0.720436000004476,126.18347820157443,129.06212674426303,136.03443501499598,138.8269278958555,148.2001970219432,113.90990024508172,151.94540512295546,116.78854878777031,0.1945,0.189,0.0018,0.1072,0.1098,0.0012,0.5641,0.6097,0.0314,437.0,0.0,0.0,0.0,0.9903,44850.0,0.1603684210526315,0.4352857142857142,leaves,exp,0.285,0.0,tree,1,longleaves,continuousF.longleaves.run1,0.05,0.22764,0.22756,0.00032,16755,21068,37823,60.4533,111.476
ali_tree_0.05_exp_1_continuousF.longleaves.run1_f0.612_fnum1_0,SimuOG4479,300,0,300.0,12.36,12.5,0.92333,0.7391867522853958,0.75333,0.0074646103313163,7.745,0.506,0.99,0.9,0.4,18.916993668383093,14.540013475038133,17.245711538822604,1.2358939698130207,0.9499350314227626,238.05863321769715,251.3329759381814,240.25850494250287,252.93268026036128,290.8044288746107,223.518619742659,308.07474692668455,236.79296246314325,0.5507,0.5351,0.0139,0.3162,0.3203,0.0141,0.5781,0.6245,0.0314,1647.0,0.0,0.0,0.0002,0.9631,44850.0,0.5978947368421053,1.6228571428571428,leaves,exp,0.612,1.0,tree,1,longleaves,continuousF.longleaves.run1,0.05,0.59837,0.59769,0.00219,27025,13354,40379,97.3201,116.516
ali_tree_0.05_exp_10_continuousF.longleaves.run1_f0.179_fnum1_0,SimuOG3462,300,0,300.0,9.793,10.0,0.73667,0.4813724390189521,0.48667,0.0087326501502496,4.952,0.22,0.995,0.75,0.25,11.60944027060726,8.923268725009201,11.60944027060726,0.5157667325390948,0.3964295475569516,79.010139351925,227.86315831677518,83.75728592598273,230.5865360520723,91.18512098783829,70.08687062691581,284.8473636062478,218.939889591766,0.1154,0.1122,0.0008,0.0636,0.0644,0.0004,0.5642,0.5945,0.0241,178.0,0.0,0.0,0.0,0.996,44850.0,0.4627894736842105,1.256142857142857,leaves,exp,0.179,10.0,tree,1,longleaves,continuousF.longleaves.run1,0.05,0.13002,0.1305,8e-05,14040,29036,43076,50.54,88.4643
ali_tree_0.05_exp_100_continuousF.longleaves.run1_f0.219_fnum1_0,SimuOG2598,300,0,300.0,12.623,13.0,0.88333,0.6064345380156075,0.62333,0.0139790038628289,4.663,0.121,0.998,0.8,0.3,11.299587868208882,8.685109417821018,10.1437724322416,0.2932125524454803,0.22536955598463287,105.24119359468625,255.4291738875094,114.71277503793752,256.86033896666663,125.62236177795798,96.55608417686523,321.0214291271118,246.74406446968837,0.1572,0.1538,0.0015,0.084,0.0799,0.0011,0.5377,0.5595,0.0291,285.0,0.0,0.0,0.0,0.9936,44850.0,0.6117368421052631,1.6604285714285714,leaves,exp,0.219,100.0,tree,1,longleaves,continuousF.longleaves.run1,0.05,0.17766,0.17681,0.00022,14786,23540,38326,58.9867,79.7978
ali_tree_0.05_exp_0_continuousF.longleaves.run1_f0.679_fnum2_0,SimuOG1788,300,1,299.0,11.4,12.0,0.9,0.7361854445930879,0.75333,0.0065310715542382,8.057,0.606,0.987,0.95,0.45,19.589497847828962,15.05691483910135,18.152185204823756,1.4734064410803462,1.1324922914850957,247.86102409545873,247.06112417897032,249.60949604086406,248.8446652984809,302.88512925635564,232.80410925635738,301.8444354714751,232.00420933986896,0.6046,0.5967,0.0114,0.3503,0.3553,0.0137,0.584,0.6277,0.03,2178.0,0.0,0.0,0.0002,0.9513,44850.0,0.5473684210526316,1.4857142857142858,leaves,exp,0.679,0.0,tree,2,longleaves,continuousF.longleaves.run1,0.05,0.62013,0.62076,0.00194,26902,12473,39375,97.83,121.543
ali_tree_0.05_exp_1_continuousF.longleaves.run1_f0.460_fnum2_0,SimuOG4431,300,0,300.0,9.097,9.0,0.81667,0.6384950372352286,0.65,0.0060479806413687,7.39,0.511,0.989,0.9,0.4,17.65595046316684,13.570748193362073,18.502582193221276,1.2208647749226327,0.9383832647913424,199.69784318120458,216.6658136988669,204.20452083528548,220.0354748052508,242.15693358498214,186.1270949878425,264.23277219400296,203.09506550550483,0.3842,0.376,0.0067,0.2104,0.2135,0.0068,0.5535,0.6025,0.0342,984.0,0.0,0.0,0.0001,0.9779,44850.0,0.426157894736842,1.1567142857142856,leaves,exp,0.46,1.0,tree,2,longleaves,continuousF.longleaves.run1,0.05,0.42154,0.41979,0.00096,22455,15175,37630,82.1667,112.732
ali_tree_0.05_exp_10_continuousF.longleaves.run1_f0.246_fnum2_0,SimuOG3483,300,0,300.0,10.53,10.0,0.74333,0.5226722622073577,0.53,0.0070386758951499,5.862,0.32,0.993,0.8,0.3,13.765751690865622,10.5806566618322,13.765751690865622,0.7514569329711701,0.5775861705537878,114.86560069685267,227.86315831677518,124.76570937947253,230.5865360520723,135.6778402857012,104.28494403502046,282.69105218598946,217.282501654943,0.1738,0.1696,0.0017,0.0908,0.0907,0.0009,0.5384,0.5526,0.0308,333.0,0.0,0.0,0.0,0.9926,44850.0,0.501578947368421,1.3614285714285714,leaves,exp,0.246,10.0,tree,2,longleaves,continuousF.longleaves.run1,0.05,0.19779,0.19735,0.00019,15946,22235,38181,58.3634,98.3378
ali_tree_0.05_exp_100_continuousF.longleaves.run1_f0.101_fnum2_0,SimuOG2553,300,0,300.0,8.577,8.0,0.66333,0.3565033170568562,0.35333,0.008249452099996,3.96,0.255,0.99,0.65,0.15,9.103449540318772,6.997109652089783,10.080334929458125,0.5862069779750725,0.4505714548694179,32.919034807824566,204.0435447861252,-3.6716215960208394,208.24039184378327,33.72520217296767,25.921925155734783,256.36332264803707,197.04643513403542,0.0482,0.0477,0.0002,0.0254,0.0255,0.0001,0.5376,0.5182,0.0276,97.0,0.0,0.0,0.0,0.9978,44850.0,0.3987894736842105,1.0824285714285715,leaves,exp,0.101,100.0,tree,2,longleaves,continuousF.longleaves.run1,0.05,0.05082,0.05079,2e-05,6568,34399,40967,28.7033,58.1184
ali_tree_0.05_exp_0_continuousF.longleaves.run1_f0.289_fnum3_0,SimuOG1698,300,50,250.0,4.287,4.0,0.62,0.4754623654403567,0.48667,0.0035671647726053,7.361,0.442,0.992,0.9,0.4,16.705884782388082,12.840507012186315,27.74787400428311,1.003124721344319,0.7710235157432892,133.90827823069455,129.06212674426303,143.47417623882257,138.8269278958555,157.51280186346364,121.06777121850823,151.20781341608463,116.2216197320767,0.2095,0.2073,0.0016,0.1085,0.1096,0.0014,0.5281,0.5504,0.0313,437.0,0.0,0.0,0.0,0.9903,44850.0,0.173,0.4695714285714286,leaves,exp,0.289,0.0,tree,3,longleaves,continuousF.longleaves.run1,0.05,0.23882,0.2381,0.00028,18018,20680,38698,63.31,116.105
ali_tree_0.05_exp_1_continuousF.longleaves.run1_f0.088_fnum3_0,SimuOG4350,300,111,189.0,2.1,2.0,0.22,0.1370105241917502,0.13667,0.000510581933413,5.96,0.475,0.986,0.75,0.25,10.844481855829537,8.335305021384269,36.02458895137638,0.8642833693823876,0.6643070277109946,22.426310533865422,68.73998014497226,-41.307735676503356,69.41346394792775,18.33282084080449,14.091005512481154,78.58829421412588,60.40467512358799,0.0331,0.0317,0.0001,0.017,0.0162,0.0,0.5363,0.5635,0.0253,84.0,0.0,0.0,0.0,0.9981,44850.0,0.0578947368421052,0.1571428571428571,leaves,exp,0.088,1.0,tree,3,longleaves,continuousF.longleaves.run1,0.05,0.04014,0.0399,2e-05,5090,31728,36818,17.5199,101.144
ali_tree_0.05_exp_10_continuousF.longleaves.run1_f0.439_fnum3_0,SimuOG3525,300,0,300.0,13.367,13.0,0.91,0.6703816361204014,0.68,0.0095973542701525,6.755,0.437,0.99,0.85,0.35,16.456278680760306,12.648654324346946,14.772994198207135,1.0646030767568104,0.8182771191324376,202.87944043118202,255.4291738875094,207.1580322338792,256.86033896666663,247.49595882373137,190.23078610683507,315.8647383145603,242.78051956316244,0.3957,0.382,0.0073,0.2325,0.2297,0.0075,0.5884,0.6272,0.0295,1171.0,0.0,0.0,0.0,0.9739,44850.0,0.6508947368421053,1.766714285714286,leaves,exp,0.439,10.0,tree,3,longleaves,continuousF.longleaves.run1,0.05,0.42814,0.42625,0.00108,22137,15839,37976,82.7466,102.183
ali_tree_0.05_exp_100_continuousF.longleaves.run1_f0.119_fnum3_0,SimuOG2565,300,0,300.0,9.563,9.0,0.7,0.4120424260869564,0.41667,0.0081567296768632,4.152,0.183,0.996,0.7,0.2,9.641854511735232,7.410939443263572,10.104197220683874,0.4249661309363072,0.3266382269068482,43.6664695686528,216.6658136988669,24.093321059612478,220.0354748052508,47.16953220183049,36.25553012538923,272.2468681454346,209.25487425560334,0.0636,0.0612,0.0004,0.0341,0.0325,0.0002,0.5478,0.5406,0.026,112.0,0.0,0.0,0.0,0.9975,44850.0,0.4506842105263158,1.2232857142857143,leaves,exp,0.119,100.0,tree,3,longleaves,continuousF.longleaves.run1,0.05,0.06624,0.06617,3e-05,8166,30736,38902,35.28,64.2755
ali_tree_0.05_exp_0_continuousF.longleaves.run1_f0.202_fnum4_0,SimuOG1671,300,83,217.0,2.903,3.0,0.52667,0.3866207311036788,0.39333,0.0027701750547631,6.722,0.428,0.991,0.85,0.35,14.779391415205536,11.359762237966594,30.976174859133707,0.9410264096560501,0.7232934004536896,85.13551637716174,100.91915763347862,91.5992519006418,110.0177374026254,95.98446908782401,73.77575413919514,116.51945980309179,89.55939539551203,0.1248,0.1213,0.001,0.067,0.0666,0.0004,0.5525,0.5714,0.0249,251.0,0.0,0.0,0.0,0.9944,44850.0,0.1001578947368421,0.2718571428571428,leaves,exp,0.202,0.0,tree,4,longleaves,continuousF.longleaves.run1,0.05,0.15932,0.15935,0.00018,14364,24988,39352,49.61,108.022
ali_tree_0.05_exp_1_continuousF.longleaves.run1_f0.443_fnum4_0,SimuOG4425,300,0,300.0,9.823,10.0,0.86333,0.672260272909699,0.69,0.0080145996791496,6.775,0.304,0.995,0.9,0.4,16.3500945412227,12.567038881281459,16.3500945412227,0.7336426185286643,0.5638937003556551,192.83480427210313,227.86315831677518,197.85609576490708,230.5865360520723,234.5337700247763,180.26776539082167,280.1067093356324,215.29611943549372,0.3606,0.354,0.0056,0.1995,0.2054,0.0048,0.5598,0.6005,0.0297,813.0,0.0,0.0,0.0001,0.9818,44850.0,0.4643684210526316,1.2604285714285717,leaves,exp,0.443,1.0,tree,4,longleaves,continuousF.longleaves.run1,0.05,0.43527,0.4351,0.00121,23691,16230,39921,84.06,109.289
ali_tree_0.05_exp_10_continuousF.longleaves.run1_f0.235_fnum4_0,SimuOG3474,300,0,300.0,10.72,11.0,0.79333,0.5511829088071348,0.56667,0.0089191784569346,5.26,0.231,0.996,0.8,0.3,12.500785195824085,9.608375854120338,12.003911083670387,0.548988855558054,0.4219647951144103,107.01603259001413,237.92475683757166,116.60588359166609,240.1311319406014,126.73028322073849,97.4076567358938,297.04646016091556,228.31638098345132,0.1602,0.1592,0.0012,0.0848,0.0812,0.0009,0.5395,0.555,0.0291,318.0,0.0,0.0,0.0,0.9929,44850.0,0.5115789473684211,1.3885714285714286,leaves,exp,0.235,10.0,tree,4,longleaves,continuousF.longleaves.run1,0.05,0.19865,0.19884,0.00027,16000,23019,39019,56.7834,89.4926
ali_tree_0.05_exp_100_continuousF.longleaves.run1_f0.397_fnum4_0,SimuOG2616,300,0,300.0,15.257,16.0,0.92667,0.7256561819397994,0.74,0.0089903929456186,6.879,0.584,0.984,0.95,0.45,16.812594897546226,12.922526731573095,13.962557834529681,1.4273230731453694,1.0970716108792975,188.97054933564598,276.998698842124,194.29434580727008,277.653855791711,229.04375808522943,176.04802260407288,343.5710210559508,264.0761721105509,0.348,0.3401,0.0084,0.1976,0.1964,0.0077,0.5653,0.6067,0.0305,683.0,0.0,0.0,0.0,0.9847,44850.0,0.7503684210526316,2.036714285714285,leaves,exp,0.397,100.0,tree,4,longleaves,continuousF.longleaves.run1,0.05,0.36071,0.35998,0.00071,22303,17614,39917,86.8434,104.264
ali_tree_0.05_exp_0_continuousF.longleaves.run1_f0.599_fnum5_0,SimuOG1770,300,1,299.0,10.073,10.0,0.89333,0.718238136231884,0.73333,0.0070915786726311,7.665,0.579,0.987,0.95,0.45,18.61164077506121,14.305312588556232,18.61164077506121,1.405889107470377,1.0805969978831125,239.21770416877797,227.86315831677518,241.36166554690882,230.5865360520723,292.6177678423915,224.91239158022174,277.8451631017939,213.55784572821895,0.5568,0.548,0.0107,0.3141,0.319,0.0122,0.5673,0.5988,0.0308,1879.0,0.0,0.0,0.0001,0.958,44850.0,0.4775263157894737,1.2961428571428573,leaves,exp,0.599,0.0,tree,5,longleaves,continuousF.longleaves.run1,0.05,0.58708,0.58535,0.00162,24855,12866,37721,91.8199,112.586
ali_tree_0.05_exp_1_continuousF.longleaves.run1_f0.566_fnum5_0,SimuOG4464,300,0,300.0,11.327,12.0,0.89667,0.7153546559643255,0.73667,0.0096974061210198,6.845,0.177,0.998,0.9,0.4,16.631665407695305,12.783460383791788,15.411373639605799,0.43006643932243516,0.3305584350520301,227.99014305559717,247.06112417897032,230.70663495938143,248.8446652984809,279.99034942335874,215.2066826718054,304.8022679116088,234.27766379517854,0.5006,0.4914,0.0084,0.2936,0.2992,0.009,0.5926,0.6435,0.0285,1852.0,0.0,0.0,0.0001,0.9586,44850.0,0.5435263157894736,1.4752857142857143,leaves,exp,0.566,1.0,tree,5,longleaves,continuousF.longleaves.run1,0.05,0.53869,0.54315,0.00165,25216,13807,39023,92.07,112.432
ali_tree_0.05_exp_10_continuousF.longleaves.run1_f0.644_fnum5_0,SimuOG3591,300,0,300.0,16.223,16.0,0.95333,0.7941310316610927,0.81667,0.0086793588702556,7.553,0.477,0.991,0.95,0.45,18.552921178881157,14.260179427617782,15.407867526589019,1.1716858734709799,0.9005832896827328,240.68038399235104,276.998698842124,242.7547880487413,277.653855791711,294.57947776309265,226.42020456473327,341.83069477461584,262.7385194145062,0.5646,0.5494,0.0145,0.3153,0.3205,0.0147,0.562,0.6066,0.0322,1438.0,0.0,0.0,0.0001,0.9678,44850.0,0.8012105263157894,2.174714285714286,leaves,exp,0.644,10.0,tree,5,longleaves,continuousF.longleaves.run1,0.05,0.62389,0.62438,0.00224,27326,12800,40126,99.5033,114.539
ali_tree_0.05_exp_100_continuousF.longleaves.run1_f0.179_fnum5_0,SimuOG2580,300,0,300.0,12.003,12.0,0.84,0.5805684787068005,0.59333,0.0136862738357748,4.663,0.174,0.997,0.8,0.3,11.19773072166434,8.606819795841504,10.376135392154673,0.41784369409598865,0.3211637667759858,83.06360441024101,247.06112417897032,88.99800278710423,248.8446652984809,96.87051016402619,74.45678461439951,310.2362025976397,238.4543043831288,0.1216,0.1179,0.0012,0.0668,0.0675,0.0008,0.557,0.5851,0.0275,216.0,0.0,0.0,0.0,0.9952,44850.0,0.5791052631578948,1.5718571428571428,leaves,exp,0.179,100.0,tree,5,longleaves,continuousF.longleaves.run1,0.05,0.13118,0.13121,0.0001,12956,26760,39716,52.8567,78.1764
ali_tree_0.05_exp_0_continuousF.longleaves.run1_f0.437_fnum6_0,SimuOG1737,300,10,290.0,7.003,7.0,0.8,0.6338128459308806,0.64667,0.0052425046228349,7.672,0.725,0.98,0.95,0.45,18.26098064641144,14.035787573899816,21.608120930091587,1.7256531502409143,1.326374607804662,199.92247417202026,189.59380310458312,204.41282555981218,194.86822967128302,241.84415505874446,185.88668659812043,228.40624418466203,175.5580155306833,0.385,0.3783,0.0043,0.2152,0.2232,0.0052,0.5651,0.6027,0.0303,1078.0,0.0,0.0,0.0001,0.9759,44850.0,0.3159473684210526,0.8575714285714285,leaves,exp,0.437,0.0,tree,6,longleaves,continuousF.longleaves.run1,0.05,0.41546,0.41425,0.0008,22810,16480,39290,82.5333,115.925
ali_tree_0.05_exp_1_continuousF.longleaves.run1_f0.694_fnum6_0,SimuOG4494,300,0,300.0,13.49,14.0,0.94,0.7532400448160536,0.77,0.007773446607037,7.599,0.564,0.987,0.95,0.45,18.619442974118826,14.31130952873718,16.245517424325545,1.3819404970921194,1.0621895741818355,258.41787748729803,263.1488160610456,259.73064311444114,264.2816936192108,317.5899670526758,244.10656795856084,323.7450600447651,248.8375065323084,0.6689,0.662,0.0135,0.4023,0.4076,0.0159,0.6046,0.6473,0.0266,3199.0,0.0,0.0,0.0002,0.9285,44850.0,0.6573684210526316,1.7842857142857145,leaves,exp,0.694,1.0,tree,6,longleaves,continuousF.longleaves.run1,0.05,0.66665,0.66393,0.0024,27423,12560,39983,99.7167,115.233
ali_tree_0.05_exp_10_continuousF.longleaves.run1_f0.091_fnum6_0,SimuOG3456,300,0,300.0,5.417,5.0,0.39,0.2052782434782608,0.20667,0.0026844609117775,4.016,0.232,0.992,0.65,0.15,8.305834420772586,6.384045293693402,11.882962601038436,0.47981911992510956,0.3687994293169495,25.612765957614382,152.84245263806906,-28.276516576616444,161.1730721041445,25.01714236200502,19.22872066392098,190.54678107220667,146.45840734437567,0.0377,0.0348,0.0002,0.02,0.0192,0.0001,0.5545,0.5758,0.0233,101.0,0.0,0.0,0.0,0.9977,44850.0,0.2324736842105263,0.631,leaves,exp,0.091,10.0,tree,6,longleaves,continuousF.longleaves.run1,0.05,0.03901,0.03883,1e-05,5106,32808,37914,18.8133,64.3846
ali_tree_0.05_exp_100_continuousF.longleaves.run1_f0.547_fnum6_0,SimuOG2643,300,0,300.0,16.2,16.0,0.95,0.7768625716833892,0.79667,0.009480254149868,7.283,0.455,0.991,0.95,0.45,17.87863511544198,13.741908468695689,14.847885072056618,1.116954411303872,0.8585154954354715,235.99229013580535,276.998698842124,238.29360405165946,277.653855791711,289.15441309667784,222.25038166710965,342.5049808380551,263.2567903734283,0.54,0.5192,0.0181,0.3231,0.3138,0.0185,0.5913,0.6385,0.0295,1664.0,0.0,0.0,0.0,0.9629,44850.0,0.7999999999999999,2.171428571428572,leaves,exp,0.547,100.0,tree,6,longleaves,continuousF.longleaves.run1,0.05,0.56113,0.56421,0.00232,24613,13544,38157,94.2099,106.729
ali_tree_0.05_exp_0_continuousF.longleaves.run1_f0.083_fnum7_0,SimuOG1647,300,235,65.0,1.26,1.0,0.14667,0.0883399600891861,0.09,0.0002378130745959,5.545,0.247,0.995,0.7,0.2,9.112999821469025,7.004450206252317,inf,0.4059352490356806,0.312010676455243,15.75002737421517,34.174554904099864,-76.03686648844382,0.0,11.378258224913724,8.745577167962853,35.34912119723052,27.17010469784755,0.0234,0.0217,0.0001,0.0126,0.0113,0.0,0.5485,0.552,0.0256,118.0,0.0,0.0,0.0,0.9974,44850.0,0.0136842105263157,0.0371428571428571,leaves,exp,0.083,0.0,tree,7,longleaves,continuousF.longleaves.run1,0.05,0.02665,0.02665,1e-05,3458,33857,37315,11.3567,94.1519
ali_tree_0.05_exp_1_continuousF.longleaves.run1_f0.501_fnum7_0,SimuOG4443,300,0,300.0,10.287,10.0,0.87667,0.6803644606465997,0.69333,0.0076878369184526,7.201,0.419,0.992,0.9,0.4,17.42611323593413,13.394090293084062,17.42611323593413,1.0139621505147065,0.7793533999169869,208.20790994063364,227.86315831677518,212.11989355939937,230.5865360520723,253.45862293133504,194.81381964754956,279.03069064092097,214.46906802369114,0.4158,0.4075,0.0071,0.2317,0.2352,0.0068,0.5637,0.6021,0.0311,1125.0,0.0,0.0,0.0,0.9749,44850.0,0.4887894736842105,1.3267142857142855,leaves,exp,0.501,1.0,tree,7,longleaves,continuousF.longleaves.run1,0.05,0.46992,0.46983,0.00131,23692,14151,37843,85.3866,110.069
ali_tree_0.05_exp_10_continuousF.longleaves.run1_f0.325_fnum7_0,SimuOG3504,300,0,300.0,12.233,12.0,0.84,0.6250760387959866,0.64,0.0102404589290669,5.708,0.246,0.996,0.85,0.35,13.707194286781055,10.535648165271995,12.701475620505871,0.5907445330322598,0.4540591185453592,149.98459406896276,247.06112417897032,158.53492160196208,248.8446652984809,181.42726148442557,139.44894590369077,307.726739032523,236.52547601369832,0.2435,0.2397,0.0027,0.1299,0.1303,0.0021,0.541,0.5603,0.0303,580.0,0.0,0.0,0.0,0.987,44850.0,0.5912105263157895,1.6047142857142858,leaves,exp,0.325,10.0,tree,7,longleaves,continuousF.longleaves.run1,0.05,0.26853,0.26874,0.00029,17925,19666,37591,66.1467,92.6261
ali_tree_0.05_exp_100_continuousF.longleaves.run1_f0.130_fnum7_0,SimuOG2574,300,0,300.0,9.987,10.0,0.73333,0.4627558405797102,0.47,0.0099017054150492,4.329,0.181,0.996,0.75,0.25,10.140339239528943,7.794085665452945,10.140339239528943,0.4239781479220926,0.32587884163709474,50.905162371245154,227.86315831677518,39.260059175207005,230.5865360520723,56.0888039396064,43.11107670579221,286.31646463732613,220.06907265132224,0.074,0.0726,0.0004,0.0406,0.0382,0.0003,0.5547,0.5584,0.0268,159.0,0.0,0.0,0.0,0.9965,44850.0,0.473,1.2838571428571428,leaves,exp,0.13,100.0,tree,7,longleaves,continuousF.longleaves.run1,0.05,0.07795,0.07767,3e-05,8804,31355,40159,37.55,67.2704
ali_tree_0.05_exp_0_continuousF.longleaves.run1_f0.515_fnum8_0,SimuOG1749,300,3,297.0,8.463,9.0,0.86,0.693789377703456,0.70667,0.0059866427010597,7.951,0.701,0.982,0.95,0.45,19.174788282113642,14.738160031681499,20.094250772143855,1.690545413880224,1.2993900367511921,214.82338746610876,216.6658136988669,218.30709626731067,220.0354748052508,260.3168825814396,200.08522743442725,262.71393437505617,201.9276536671854,0.4423,0.432,0.0087,0.2433,0.2427,0.0084,0.5556,0.5871,0.031,912.0,0.0,0.0,0.0,0.9796,44850.0,0.3927894736842104,1.066142857142857,leaves,exp,0.515,0.0,tree,8,longleaves,continuousF.longleaves.run1,0.05,0.47885,0.47807,0.00108,26232,16545,42777,92.92,118.863
ali_tree_0.05_exp_1_continuousF.longleaves.run1_f0.166_fnum8_0,SimuOG4377,300,33,267.0,3.58,3.0,0.46333,0.3086719950947603,0.31333,0.0022949626945792,5.952,0.386,0.99,0.8,0.3,12.755205494493277,9.80392883869188,26.733676960142407,0.8272025068673395,0.6358058689071011,63.03428073600252,100.91915763347862,60.62707321309241,110.0177374026254,69.25428449815026,53.23035189731064,118.54364572380406,91.11522879478674,0.0916,0.09,0.0005,0.0486,0.0488,0.0003,0.5425,0.5559,0.0266,203.0,0.0,0.0,0.0,0.9955,44850.0,0.1357894736842105,0.3685714285714286,leaves,exp,0.166,1.0,tree,8,longleaves,continuousF.longleaves.run1,0.05,0.10404,0.10391,5e-05,10977,26596,37573,38.0399,101.017
ali_tree_0.05_exp_10_continuousF.longleaves.run1_f0.263_fnum8_0,SimuOG3498,300,0,300.0,11.747,12.0,0.84,0.596572409141583,0.61,0.010105961714769,5.453,0.26,0.995,0.85,0.35,13.09483714888176,10.064977127755462,12.134048100668975,0.6243641406032016,0.4798998813894041,123.84176932848425,247.06112417897032,133.7429838964047,248.8446652984809,148.02701946357587,113.77679220072878,308.3390961704223,236.99614705121485,0.1901,0.186,0.0017,0.1024,0.0996,0.0014,0.5435,0.5578,0.029,328.0,0.0,0.0,0.0,0.9927,44850.0,0.5656315789473684,1.5352857142857144,leaves,exp,0.263,10.0,tree,8,longleaves,continuousF.longleaves.run1,0.05,0.21884,0.21794,0.00027,18011,23512,41523,64.2234,95.793
